jatosResId;workerID;Consent;Age;Gender;Hand;Vis;Neuro;Neuro_comm;Med;Educ;Training;catchTrial;area_AA;area_IAE;area_CB;area_ARtot;panas_PA;panas_NA;bfi_soc;bfi_ass;bfi_enl;bfi_com;bfi_rse;bfi_tru;bfi_org;bfi_pro;bfi_rsp;bfi_anx;bfi_dep;bfi_emv;bfi_int;bfi_aes;bfi_cre;bfi_Ext;bfi_Agr;bfi_Con;bfi_Neg;bfi_Opn
2403;2027;1;23;1;1;1;2;;2;"Bachelors Degree";"No formal training, self-thaught.";1;3.625;3;2.33333333333333;2.98611111111111;3.16666666666667;1;4;3;4.25;4.75;4.75;4.75;2.5;3;3.25;2.5;2.5;1.75;5;4.75;3.75;3.75;4.75;2.91666666666667;2.25;4.5
2404;2028;1;74;1;1;2;0;;0;"B Sc.";"In my younger days my wife and I enjoyed a considerable amount of lessons and regular participation in both ballroom amd latin dances.";1;2.875;2.25;0.333333333333333;1.81944444444444;3.83333333333333;1.6;4;5;3.75;4;4.75;4.25;3.25;5;4.75;1.75;1.75;1;5;4.5;5;4.25;4.33333333333333;4.33333333333333;1.5;4.83333333333333
2415;2038;1;24;1;1;2;2;;2;"University not graduated";"Just a game Design course";1;2.375;1.5;0.333333333333333;1.40277777777778;2.33333333333333;2.2;1.75;2.25;1.5;3.5;4.5;2;3;3;3.25;3.5;3.25;4;3.5;3.5;3;1.83333333333333;3.33333333333333;3.08333333333333;3.58333333333333;3.33333333333333
2416;2039;1;34;1;1;1;2;;2;"College";"Although not professinaly trained, i have undertaken some self training in ametuer digital photography. I also was trained to a high degree when younger in music, specifically in playing a B flat trumpet.";1;3.5;2.25;1.66666666666667;2.47222222222222;4.16666666666667;1.2;3;2;4.25;5;4.75;4;3.75;3.5;3.5;2.25;2.25;2.75;4.25;4.25;3;3.08333333333333;4.58333333333333;3.58333333333333;2.41666666666667;3.83333333333333
2418;2041;1;19;2;3;2;2;;2;"University";"I have been playing the saxophone for the past 6/7 years and I had taken ballet classes when i was younger.";1;3.75;2.5;4;3.41666666666667;4.5;2.4;3;4;4.25;4.5;4;3.5;2.5;3.5;3.25;3;3;2.25;4.75;4.25;5;3.75;4;3.08333333333333;2.75;4.66666666666667
2421;2044;1;29;1;1;1;2;;2;"Bachelor's degree";"I have a degree in Civil Engineering. I' ve studied architecture and design four years. ";1;2.25;1;1;1.41666666666667;3.5;1.2;3.75;2.75;4.25;4.25;4;2.75;4.25;5;4.5;2.25;1.5;1.25;3.75;4;4.25;3.58333333333333;3.66666666666667;4.58333333333333;1.66666666666667;4
2423;2046;1;32;2;1;1;2;;2;"MSc";;1;2.25;1.25;0.333333333333333;1.27777777777778;3.33333333333333;1.2;3.5;3;4;3.5;4.5;3.25;3;3.25;3.75;3.5;3;2.25;3.75;4.25;4;3.5;3.75;3.33333333333333;2.91666666666667;4
2424;2047;1;22;2;1;2;2;;2;"Bachelor's";"I have no training in these fields, I am self-taught in creative writing and digital illustration.";1;1.75;0.75;0.666666666666667;1.05555555555556;2.83333333333333;2.4;1;1.5;3.5;3.75;5;3.5;3.5;4;3.75;5;3.75;2.25;3;3.5;2.5;2;4.08333333333333;3.75;3.66666666666667;3
2426;2049;1;28;2;1;2;2;;2;"university diploma";"i finished music school, went in art classes";1;3.125;0.75;3;2.29166666666667;4.16666666666667;1.2;3;2.5;3.25;3.25;3.75;3.75;3;4;3.25;3.75;2.25;3.5;4.75;4;4.5;2.91666666666667;3.58333333333333;3.41666666666667;3.16666666666667;4.41666666666667
2427;2050;1;30;2;1;1;2;;2;"NVQ level 2 and 3 in beauty therapy";"i have level one in playing the trumpet";1;1;0.25;0;0.416666666666667;3.83333333333333;1.2;4.5;4.5;2.25;2.75;4.25;2.25;3.25;2.25;2.75;4.75;3.5;2.75;4;2.75;2;3.75;3.08333333333333;2.75;3.66666666666667;2.91666666666667
2431;2054;1;18;1;1;1;2;;2;;"In high school, I had classes on aesthetics and creative writing and design.";1;2.75;1.5;3;2.41666666666667;3.66666666666667;1.2;3.75;3.25;5;3.75;3.75;4.75;4.25;3.25;3.5;3;4;3.5;5;4;3.75;4;4.08333333333333;3.66666666666667;3.5;4.25
2432;2055;1;33;2;2;2;2;;2;"Master's Degree";"Not much of a training, except some mandatory art classes in high school. Also attended art/painting course for couple months during that time. ";1;2.375;1.5;0.666666666666667;1.51388888888889;3;1;2;1;2;3;4.5;1.5;1.25;2.25;2.75;5;4.5;4.5;3.5;4;2.25;1.66666666666667;3;2.08333333333333;4.66666666666667;3.25
2435;2058;1;20;1;1;1;2;;2;"High School";"Self-taught music writer, hobby artist";1;3.5;3.25;1.33333333333333;2.69444444444444;3.66666666666667;1.4;2;2.75;2.5;4.25;3.25;3;4;2;3;4.75;4.75;4;3.5;4.5;4.75;2.41666666666667;3.5;3;4.5;4.25
2437;2060;1;23;1;1;2;2;;2;"University degree";"4 years in school orchestra, trombone";1;2.25;0.25;1.33333333333333;1.27777777777778;3.33333333333333;1;3.75;4.75;4.25;3;2.25;2.75;3.75;3;3.25;3.5;2.5;3.25;4.5;3.5;4.75;4.25;2.66666666666667;3.33333333333333;3.08333333333333;4.25
2441;2064;1;24;2;1;2;2;;2;"I graduated from high school and I'm about (2 months) to graduate from University";"I have been dancing in middle school age. In those years I started studying painting for 3-4 years. I know enjoy both traditional painting and digital art, also 3d sculpting. My design knowledge concerns only websites and logos.";1;3;1.75;2.66666666666667;2.47222222222222;3;1.4;1.75;3.25;2.75;3.75;4.5;3;3.75;2;3;4.75;4.5;4;5;4.75;4.25;2.58333333333333;3.75;2.91666666666667;4.41666666666667;4.66666666666667
2450;2073;1;20;1;1;2;2;;2;"courently at collage managing degree, Highschool";"I had art class in highschool, we were at museums and we were studying a lot of art";1;2.25;1.5;1.66666666666667;1.80555555555556;3.83333333333333;2.6;3;2.5;4;3;4;2.75;4.5;3.75;4;2.75;2.5;2;3.25;3.5;3.25;3.16666666666667;3.25;4.08333333333333;2.41666666666667;3.33333333333333
2455;2078;1;35;1;1;1;2;;2;"Bachelor of Science";;1;3.25;1.75;2;2.33333333333333;3.5;1;3.5;4;4.25;4;3.5;3.5;4.75;4.5;4.25;2.75;2.75;3;4.25;4.75;4.25;3.91666666666667;3.66666666666667;4.5;2.83333333333333;4.41666666666667
2457;2080;1;33;1;1;1;2;;2;"high school degree";"I have never had any training in these fields ";1;2.375;0.5;0.666666666666667;1.18055555555556;4.33333333333333;1.4;3;4.5;3.25;3.5;3.5;3.5;3;3.5;3.75;2.75;2.75;2;4.5;3.75;4.5;3.58333333333333;3.5;3.41666666666667;2.5;4.25
2458;2081;1;19;1;1;1;2;;2;"College deggre";"I do animation";0;2.25;1.5;2.66666666666667;2.13888888888889;3.83333333333333;3;3.75;2.5;2.5;3.75;3.5;3;2.75;3.75;2.5;2.5;3.5;3;3.25;2;2.5;2.91666666666667;3.41666666666667;3;3;2.58333333333333
2460;2083;1;62;2;3;2;2;;2;;"UK Arts Foundation course and BA degree in Interior Design (3D Spatial Design)";1;3;2;3.33333333333333;2.77777777777778;3.5;1;3.25;1.75;2.75;4.5;4;3;4.5;3.75;3.5;4.5;4.5;3.5;5;5;4.5;2.58333333333333;3.83333333333333;3.91666666666667;4.16666666666667;4.83333333333333
2461;2084;1;21;1;2;2;2;;2;"Some university";"8 years of piano lessons, drawing and creative writing as hobbies";1;3.125;0.5;2.33333333333333;1.98611111111111;2.16666666666667;1.8;2.5;3;3.25;4.25;4;3;3.5;3.25;3.25;2.5;3.25;2.5;4.75;4.75;4.25;2.91666666666667;3.75;3.33333333333333;2.75;4.58333333333333
2255;1878;1;26;2;1;2;2;;2;"Bachelor of Arts degree";"I have received no specific formal training except for Art History classes in school, before university. All my other knowledge on these subjects is self-taught.";1;4;3.5;2;3.16666666666667;4.5;1;4.75;4.25;4.25;5;4;4.5;2.75;3;3.5;3;2;4;5;5;4.25;4.41666666666667;4.5;3.08333333333333;3;4.75
2299;1922;1;18;2;1;1;2;;2;"Some college";"I was on my high school newspaper for two years, so I have quite a lot of experience with creative writing and design. The creative writing came from articles I wrote and the design came from the pages we put together on InDesign.";0;1.5;0.25;0.666666666666667;0.805555555555555;3.33333333333333;1.8;1.5;2;2.75;4.25;4;2.75;3.5;2.25;3;3.75;2.75;2.5;3.25;2.5;2.25;2.08333333333333;3.66666666666667;2.91666666666667;3;2.66666666666667
2374;1998;1;19;1;1;2;2;;2;"University course";"I had  2 Course Subjects, one is The development of Graphical Interface Applications and the other was about Photoshop and image editing";1;2.375;1.25;1.33333333333333;1.65277777777778;3.33333333333333;1.2;1.25;2.75;3.5;3.5;4;2.25;3;2.5;3.25;3.5;4.25;2.25;4.75;3.25;4.5;2.5;3.25;2.91666666666667;3.33333333333333;4.16666666666667
2434;2057;1;24;2;1;2;2;;2;"professional degree  (Legal practice Course)";"No training ";1;2;0.25;0;0.75;2;1;2.75;3;2.5;2.75;3.25;1;5;4;4;3.75;3.25;3;3.5;1.5;2;2.75;2.33333333333333;4.33333333333333;3.33333333333333;2.33333333333333
2438;2061;1;21;2;1;2;2;;2;"University Student (3rd year)";"I haven't studied drama or art any further than GCS, but I attained an A* in both subjects. I always loved both subjects but decided on different studies which complemented by job preferences better.";1;1.875;0.75;1.33333333333333;1.31944444444444;3.83333333333333;1;4.75;4.5;3.25;4;4.25;4;3;4.5;3.25;2.75;2.25;2;3;3;3.25;4.16666666666667;4.08333333333333;3.58333333333333;2.33333333333333;3.08333333333333
2473;2096;1;27;3;1;2;2;;2;"Master thesis";;1;3.375;2;0.333333333333333;1.90277777777778;2.66666666666667;2.2;2;3.25;2.75;4.5;4.75;2.75;4.5;3.75;3.75;4.75;4.5;4;4;5;3.25;2.66666666666667;4;4;4.41666666666667;4.08333333333333
2479;2102;1;19;1;2;1;2;;2;"A-Levels";"Had a few tutor sessions in creative writing during secondary school with my English teacher  ";1;1.75;0.25;0.666666666666667;0.888888888888889;2.33333333333333;1;1.5;3;3.25;4.5;4.75;3;3.75;3.25;4.25;2;1.75;1.5;4.5;3;3;2.58333333333333;4.08333333333333;3.75;1.75;3.5
2480;2103;1;27;0;1;2;2;;2;"Bachelors Degree";"Learned to play guitar and piano with an instructor";1;2.25;1.25;0.666666666666667;1.38888888888889;2.16666666666667;1;4.5;2.75;4.25;4.5;3.5;1.75;4.75;4;3;4;3.5;4;4.5;4.25;3.75;3.83333333333333;3.25;3.91666666666667;3.83333333333333;4.16666666666667
2481;2104;1;20;1;2;1;2;;2;"A Levels in the United Kingdom, currently 2nd year student.";"Basic art and music lesons from school, not much more training.";1;1.5;0.25;0.333333333333333;0.694444444444445;3;1;4;4.25;4;3.25;2.5;4;3.75;2.75;2.75;2.25;1.5;1;4.75;2.75;3.75;4.08333333333333;3.25;3.08333333333333;1.58333333333333;3.75
2482;2105;1;25;1;1;1;2;;0;"Masters";;1;2.625;1.5;0.666666666666667;1.59722222222222;3.66666666666667;1.6;2.5;3.25;3.75;3.75;4.75;4.5;3;4.5;4;3.25;1.75;2;4.5;3.25;4.25;3.16666666666667;4.33333333333333;3.83333333333333;2.33333333333333;4
2484;2107;1;20;1;1;1;2;;2;"High School";"None in any.";1;2.875;3;0;1.95833333333333;3;3;1.5;2.5;1.75;3;3.5;2.75;3;3.25;2.5;4;2.5;2.25;4.25;3.5;3.5;1.91666666666667;3.08333333333333;2.91666666666667;2.91666666666667;3.75
2487;2110;1;25;1;2;2;2;;2;"Bachelor Degree";"All my training regarding that subjects comes from classes primary and middle school. I also had piano lessons for a few years ";1;2.5;1;0.666666666666667;1.38888888888889;2.16666666666667;2;2.25;2.75;3.5;3.5;4;2;4.25;3.25;3.5;4;4.5;3.25;4.5;4;4.25;2.83333333333333;3.16666666666667;3.66666666666667;3.91666666666667;4.25
2490;2113;1;29;1;1;2;2;;2;"undergraduate degree";"keyboard grade 5, self taught guitar";1;2.5;0.5;1.66666666666667;1.55555555555556;4;1.4;4;3.25;4.25;3.75;4.75;4;3;2.75;2.75;2.5;1.75;1.75;4.75;3.25;4.25;3.83333333333333;4.16666666666667;2.83333333333333;2;4.08333333333333
2493;2116;1;36;1;1;1;2;;2;;"Limited education in music, nothing other than that.";1;2.5;0.25;0;0.916666666666667;2.33333333333333;1;2.75;2.75;3.5;3;4;2.25;4.25;4.5;4.5;1;1.25;1;4;4.5;2.5;3;3.08333333333333;4.41666666666667;1.08333333333333;3.66666666666667
2496;2119;1;49;1;1;2;2;;2;;"None.";1;2.75;1.75;1;1.83333333333333;2.83333333333333;1.2;2.5;3;3.75;5;5;4;4.75;4.75;5;2;1;1.5;4;4;4.25;3.08333333333333;4.66666666666667;4.83333333333333;1.5;4.08333333333333
2512;2135;1;24;2;1;2;2;;2;"College - BTEC Diploma";"N/A";1;2.625;1.25;0;1.29166666666667;1.66666666666667;2;3.5;3.5;3.75;3.25;3.25;1.25;3.75;4;3.25;4.25;4;3.75;3;3.75;3.5;3.58333333333333;2.58333333333333;3.66666666666667;4;3.41666666666667
2511;2134;1;49;3;1;1;2;;2;"Bachalor degree";"None";1;2.625;1;0.666666666666667;1.43055555555556;4;1.2;3.25;3.5;4;4;4;3.75;3.75;3.75;4;2;2;2;4;4;3.75;3.58333333333333;3.91666666666667;3.83333333333333;2;3.91666666666667
2510;2133;1;19;2;1;1;2;;2;"Some college";;1;1.875;0.75;1;1.20833333333333;2;1.4;2.25;2.25;2.25;2.75;4.75;3.5;3.25;2.25;3.25;5;4.25;3.75;3.75;3.5;2.75;2.25;3.66666666666667;2.91666666666667;4.33333333333333;3.33333333333333
2509;2132;1;25;1;1;2;2;;2;"bachelor ";"My bachelor was in sound and imagem so i have knowledge of aesthetics, visual arts, music (main subject), performance, dance, creative writing and design";1;3.25;1.75;2.33333333333333;2.44444444444444;3.16666666666667;1.4;3.5;3.75;3.75;2.25;3.5;3.5;2;2.25;2.25;3.25;3;3;4.25;3.25;4.25;3.66666666666667;3.08333333333333;2.16666666666667;3.08333333333333;3.91666666666667
2508;2131;1;24;1;1;2;2;;2;"Bachelor Degree";"I have had no training but school studying of pictures and scultures";1;1.375;1.25;0;0.875;3.16666666666667;1;3.5;3.75;3.75;3.75;4.25;3.5;3;3.5;3.5;3;2.5;1.5;5;2.75;5;3.66666666666667;3.83333333333333;3.33333333333333;2.33333333333333;4.25
2506;2129;1;30;3;1;1;2;;2;"college";"none";0;1.25;1.5;1;1.25;3.16666666666667;2.8;3.75;3;3.25;2.75;3;2.5;3.25;3.75;2.75;3.5;3.5;2.5;3.75;3;2.75;3.33333333333333;2.75;3.25;3.16666666666667;3.16666666666667
2502;2125;1;22;1;2;2;2;;2;"GCSE equivalent";"I've had art classes in school and self taught to paint digitally";1;2.25;1;1.33333333333333;1.52777777777778;2.16666666666667;1.4;2;3.25;3.25;3;3.75;3;4;4;3.5;2;1;1;4.25;4.5;4.25;2.83333333333333;3.25;3.83333333333333;1.33333333333333;4.33333333333333
2521;2143;1;28;2;1;1;2;;2;"BSc";"None";1;1.875;1;0.333333333333333;1.06944444444444;3;1.4;4;4;4;3.75;4.75;3.75;4.5;4.75;4.5;2;1.5;2;4;3.5;4;4;4.08333333333333;4.58333333333333;1.83333333333333;3.83333333333333
2519;2141;1;31;1;1;1;2;;2;"MBA";"none";1;1.125;1;0;0.708333333333333;3.16666666666667;1.2;2.25;2.5;2.25;3;4;3.5;4;3;3.5;2.25;3;2.5;2.25;2.5;2.5;2.33333333333333;3.5;3.5;2.58333333333333;2.41666666666667
2518;2140;1;19;1;1;2;2;;2;"equivalent of technical school";"I've never been trained in any kind of art expect of basics in school.";1;1.75;0.75;0;0.833333333333333;1.5;1.4;4.25;3.25;3;3;3;3;3;3;3;3.25;3;3;3.25;3;3;3.5;3;3;3.08333333333333;3.08333333333333
2517;2139;1;38;1;1;1;2;;2;"Bachelor Degree, Computer Engineering";"Didnt have any formal trainings regarding to those";1;3.5;2.75;1.66666666666667;2.63888888888889;3.16666666666667;1.4;2.25;3.25;3;4;4.25;3.75;3.25;2.75;3.5;3.25;3.5;2.25;4.25;4;4.25;2.83333333333333;4;3.16666666666667;3;4.16666666666667
2578;2196;1;28;2;1;1;2;;1;"NVQ Level 2 in Childcare ";"None";1;2.75;1.25;0.666666666666667;1.55555555555556;3;1;2.5;3;4.5;5;5;4.25;5;5;5;3.75;2.25;2;5;3.5;4.75;3.33333333333333;4.75;5;2.66666666666667;4.41666666666667
2586;2204;1;30;2;2;1;2;;2;"college";"drawing classes";1;2.625;2.25;3;2.625;3;2.8;3;3;3.25;4;3.25;3.75;3.75;2.5;3;4.25;3.25;4;4;3.75;4.5;3.08333333333333;3.66666666666667;3.08333333333333;3.83333333333333;4.08333333333333
2591;2209;1;20;1;1;2;2;;2;"Currently trying to get my bachelor's";"I know how to play guitar";1;1.625;1.75;0.666666666666667;1.34722222222222;3;1;2.5;3.75;4;3.5;3;3.25;4.25;2.5;3.75;3.25;2.5;3;3.75;3.25;3.75;3.41666666666667;3.25;3.5;2.91666666666667;3.58333333333333
2593;2211;1;24;2;1;2;2;;2;"master degree";"I danced ballroom dance for 2 years and pole dance for 1 year";1;3.125;1.25;0.666666666666667;1.68055555555556;3.16666666666667;1.6;2.5;2.75;2.25;2.5;3.25;3;2.75;3;3;2.75;2.25;3.75;3.5;2.75;3.5;2.5;2.91666666666667;2.91666666666667;2.91666666666667;3.25
2594;2212;1;23;1;1;2;2;;2;"Civil Engineer - High";"I'm composing some music by a MIDI programm. Also play guitar for tracks.";0;2.625;2.25;2;2.29166666666667;3.16666666666667;3;3;3.25;2.5;3.5;2.75;2.25;3;2.75;3.5;3;3.5;3.5;3.25;2.5;2.5;2.91666666666667;2.83333333333333;3.08333333333333;3.33333333333333;2.75
2595;2213;1;21;1;3;1;2;;2;"high school diploma ged";"I've been drawing since I was a kid, but I treat it as a hobby rather than work";1;2;0.5;0.333333333333333;0.944444444444445;3.33333333333333;1;4.25;3;3;2.75;3.25;3.25;1.75;2.75;2.25;2.25;3;2.75;3.75;3.5;3.75;3.41666666666667;3.08333333333333;2.25;2.66666666666667;3.66666666666667
2598;2216;1;21;1;1;1;2;;2;"technical school";"I did not have any trainings.";1;1.375;0.25;0.333333333333333;0.652777777777778;2.83333333333333;1;2.25;2.75;2.75;3;3;2.75;4;2.25;2.5;4;4.25;4;2.75;3.25;2;2.58333333333333;2.91666666666667;2.91666666666667;4.08333333333333;2.66666666666667
2601;2219;1;20;1;3;2;2;;2;"High school";"I studied organ and musical theory for 5 years. As about creative writing I had one year in high school, as part of my education. Relatively to visual arts I had a class, for about 5 years where we use to study the diferent techniques used throughout history - although it was pretty rudimentary. Concerning aesthetics, performance, dance or design I've never had any kind of training.";1;2.375;1.5;2.33333333333333;2.06944444444444;3;1;3.75;3.25;4;4.75;4.25;4.25;2;3.5;3.5;2.75;2.75;2.25;4.75;4.5;3.75;3.66666666666667;4.41666666666667;3;2.58333333333333;4.33333333333333
2603;2221;1;29;1;1;1;2;;2;"High school with A-level certification";"I didn't have any of those type of trainings, I'm like a newbie for that";1;3.25;2.25;0.666666666666667;2.05555555555556;3.83333333333333;4;3;2.75;3;3;3;2;1.75;3;3.25;4.25;3.75;3.5;4;4.25;3.25;2.91666666666667;2.66666666666667;2.66666666666667;3.83333333333333;3.83333333333333
2605;2223;1;20;2;1;2;2;;2;"High School";"I only had music classes in school until 6th grade and art classes iuntil 9th grade. I didn't have any other training outside of school.";1;2.375;1.75;0;1.375;3.16666666666667;1;1.5;2.75;2.5;3.5;3.25;2;2.25;2.75;3.5;2;1.75;2.25;4.25;3.25;3.25;2.25;2.91666666666667;2.83333333333333;2;3.58333333333333
2608;2226;1;25;1;2;1;2;;2;"bachelor's degree";"i play guitar, drums and bass, i took two courses in hand drawing and photoshop.";1;3;0.5;2.33333333333333;1.94444444444444;4.33333333333333;1.2;4;4;3.25;3.75;4;4.25;2.75;3.25;2.5;1.75;1.25;1.25;4.75;3.75;3.5;3.75;4;2.83333333333333;1.41666666666667;4
2617;2234;1;22;2;1;2;2;;2;"High school";"Art classes at school, I have tried to play a guitar";1;2;0.25;0.666666666666667;0.972222222222222;2.83333333333333;1.2;4;3;4.5;5;3.5;3;2.75;3.25;3.5;3.75;3;3.75;4.25;4.25;4.25;3.83333333333333;3.83333333333333;3.16666666666667;3.5;4.25
2622;2239;1;20;1;1;2;2;;2;"High School";"I paint ocasionally as an hobbie.";1;2.5;1;1;1.5;4;2;2.75;4.25;3.75;3.75;4.5;2.5;3.75;4.25;3.25;4.25;1.75;2.5;4;4;3;3.58333333333333;3.58333333333333;3.75;2.83333333333333;3.66666666666667
2629;2246;1;27;1;1;1;2;;2;"Masters Degree";;1;2;1.75;1;1.58333333333333;3.66666666666667;1;2.75;2.75;3;4.5;2.75;2.5;2;3.25;2.5;3.75;2.25;3;3.5;3;3.25;2.83333333333333;3.25;2.58333333333333;3;3.25
2630;2247;1;41;1;1;2;2;;2;"BSC Hons Degree - University";;1;2.125;1.5;0.333333333333333;1.31944444444444;4.16666666666667;2;2.75;3;3;4.5;3.5;3.25;3;3.25;3.75;3.25;1.75;3.5;3.5;3.25;4.75;2.91666666666667;3.75;3.33333333333333;2.83333333333333;3.83333333333333
2634;2251;1;27;1;1;2;2;;2;;"3D Modeling of different kinds of art";1;2.125;0.25;1.33333333333333;1.23611111111111;3.16666666666667;1;3;3.75;3.5;3.75;3.25;3;2.5;3.25;3.5;1.75;2;3;3.5;4;4.25;3.41666666666667;3.33333333333333;3.08333333333333;2.25;3.91666666666667
2638;2255;1;26;1;2;1;2;;2;"Masters";"none";1;0.75;0;0;0.25;2.33333333333333;1;2.75;2.5;2.75;3.75;4.25;4;3.25;3.25;3.5;1.5;1.25;1.5;2.5;1;3;2.66666666666667;4;3.33333333333333;1.41666666666667;2.16666666666667
2642;2259;1;42;1;1;1;2;;2;"bachelor's degree";"I have had painting classes in high school, i've also took some courses in design.";1;2.875;2;2;2.29166666666667;3.5;1.4;2.25;3;3.25;4;3.75;2.5;3.25;3;3.75;4;3.5;3.25;4.5;4.75;3.25;2.83333333333333;3.41666666666667;3.33333333333333;3.58333333333333;4.16666666666667
2644;2261;1;21;2;1;2;2;;2;"high school";"classical and caribbean dance";1;3.375;1.75;3;2.70833333333333;2.5;1.2;1.75;3;3.75;3.5;3.75;3;3;3.5;3;4.25;3.25;3.75;4;4.75;4.75;2.83333333333333;3.41666666666667;3.16666666666667;3.75;4.5
2657;2273;1;28;2;1;1;2;;2;"BA";"I have no prior training";1;1.75;0.25;0;0.666666666666667;2.33333333333333;1.2;1.5;2;3.25;3.25;4;2;4.5;3.25;4;4.25;2;2.5;2.75;2.25;1.75;2.25;3.08333333333333;3.91666666666667;2.91666666666667;2.25
2662;2278;1;21;1;1;1;2;;2;"Bachelor Degree";"Basic Training in Architecture : Able to differentiate between architecture of different eras.";1;2.625;1.5;2.33333333333333;2.15277777777778;3.66666666666667;1.4;2.5;3.25;4;2.75;4;3.5;4;3.5;3;3.25;2;2;3;3.5;3.75;3.25;3.41666666666667;3.5;2.41666666666667;3.41666666666667
2667;2283;1;30;1;1;1;2;;2;"Diploma";"Graphic design, History of art, Typography.";1;1.75;0;1.66666666666667;1.13888888888889;2.33333333333333;1.2;1.75;2.25;1.5;3.25;4.5;2.75;3.75;2.75;4.5;1.75;1;1.5;3.25;3.5;5;1.83333333333333;3.5;3.66666666666667;1.41666666666667;3.91666666666667
2668;2284;1;27;1;2;1;2;;2;"Masters Degree";"Media studies - AS level qualification";1;3.125;1;1.66666666666667;1.93055555555556;1.5;2;1.25;4.25;3.25;1.5;3.75;1.25;5;3;5;5;4;3.75;4.75;4.5;4.75;2.91666666666667;2.16666666666667;4.33333333333333;4.25;4.66666666666667
2669;2285;1;20;1;2;1;2;;2;"Highschool";"None";1;3.375;3;0.666666666666667;2.34722222222222;4.33333333333333;3.6;2.75;3;4.25;3.75;4;2.5;1.5;3.25;3;4;3.25;3.75;5;5;4.75;3.33333333333333;3.41666666666667;2.58333333333333;3.66666666666667;4.91666666666667
2678;2293;1;32;1;1;1;2;;2;"masters";"no training";1;2.25;1;0;1.08333333333333;4;1;3.25;3.75;4.5;3.75;4.25;3.75;4.5;4.5;4.5;1.75;1.75;1.75;4.25;3;4.5;3.83333333333333;3.91666666666667;4.5;1.75;3.91666666666667
2696;2311;1;56;1;1;1;2;;2;"NVQ3";;1;3;1;1.33333333333333;1.77777777777778;2.66666666666667;1.2;4;4.75;4.5;3.75;3.75;2.5;4.75;3.75;4;3;2;1.75;4.75;3.75;5;4.41666666666667;3.33333333333333;4.16666666666667;2.25;4.5
2693;2308;1;18;1;1;2;2;;2;"High school";"none";1;2.375;1.5;0.333333333333333;1.40277777777778;4;1;1;2;1.25;3;3.25;2.5;3.25;2;2.5;2.75;3.25;2.75;2;3.5;1.75;1.41666666666667;2.91666666666667;2.58333333333333;2.91666666666667;2.41666666666667
2699;2314;1;36;2;1;2;2;;2;;"I didn't participate in any";1;2.5;2;0.666666666666667;1.72222222222222;2.83333333333333;1;2.25;2.5;3.5;4;4.25;3.5;3.75;3.25;2.75;3.5;2.75;3.25;3.5;3.25;3.5;2.75;3.91666666666667;3.25;3.16666666666667;3.41666666666667
2700;2315;1;25;1;1;1;2;;2;"Undergraduate";"I didnt have any training on these activities";0;2.25;2.25;2;2.16666666666667;3.33333333333333;3;3.5;3;3.25;3.25;3;3.25;3.25;2.75;2.5;3.25;3;2.5;3.5;3;3;3.25;3.16666666666667;2.83333333333333;2.91666666666667;3.16666666666667
2702;2317;1;30;1;1;2;2;;2;"Master";"I had training in piano in the past and did  voice classes for about 4 years. I have some training in aesthetics, design and visual arts in general, given my field of study. I also have some training in performance, namely in theater.";1;3.125;1.75;1.66666666666667;2.18055555555556;3.66666666666667;1;2;3.5;3;4;4.5;3.5;4.5;3.75;3;3;2;2;4.75;4.25;4.25;2.83333333333333;4;3.75;2.33333333333333;4.41666666666667
