StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ProlificID,country,exclude,exclude_reason,prescreen1_18yrs,prescreen2_growup,prescreen3_live,commitment,consent,BeliefsOpen,Timer_OpenResponse_First.Click,Timer_OpenResponse_Last.Click,Timer_OpenResponse_Page.Submit,Timer_OpenResponse_Click.Count,beliefs_1,beliefs_2,beliefs_3,beliefs_4,beliefs_5,beliefs_6,TimeFriends,TimeFamily,TimePartner,Lonely_1,Lonely_2,Lonely_3R,Lonely_4,Lonely_5,Lonely_6R,Lonely_7,Lonely_8,RelMob_1,RelMob_2,RelMob_3,RelMob_4R,RelMob_5R,RelMob_6,RelMob_7R,RelMob_8,RelMob_9R,RelMob_10,RelMob_11R,RelMob_12R,Tight_1,Tight_2,Tight_3,Tight_4R,Tight_5,Tight_6,VC_1_1,VC_2_1,VC_3_1,VC_4_1,VI_1_1,VI_2_1,VI_3_1,VI_4_1,HC_1_1,HC_2_1,HC_3_1,HC_4_1,HI_1_1,HI_2_1,HI_3_1,HI_4_1,Age,Gender,fGender,Race,fRaceFull,fRaceBinary,Race_7_TEXT,Education,fEducation,BeliefsTotal,Lonely_3,Lonely_6,Lonely,SocialContact,SocialContactReverse,RelMob_4,RelMob_5,RelMob_7,RelMob_9,RelMob_11,RelMob_12,RelMob,Tight_4,Tight,VertInd,HorizInd,VertColl,HorizColl
2024-07-24 12:18:15,2024-07-24 12:26:11,0,189.154.94.153,100,475,1,2024-07-24 12:26:11,R_5iaLtQjpt6cxkwW,NA,NA,NA,NA,28.9275,-106.4313,anonymous,EN,60c101e4634ffb1aa797b924,Mexico,0,,1,1,1,1,1,"A mis 33 años, he aprendido que pasar tiempo solo puede ser una experiencia enriquecedora. Además, he descubierto que, sin las distracciones de la vida cotidiana, mi creatividad y productividad sobretodo en mi carrera profesional aumentan significativamente, lo cual ha sido beneficioso tanto en mi vida profesional como personal.
Sin embargo, también he experimentado la soledad. En momentos de estrés o dificultad, la falta de apoyo emocional puede hacer que los problemas se sientan más abrumadores. Por ello, he aprendido la importancia de mantener un equilibrio saludable entre disfrutar de mi tiempo a solas y cultivar mis relaciones sociales, asegurándome de que siempre haya un espacio para la conexión y el apoyo mutuo.",11.56,171.358,174.897,9,7,6,7,7,7,7,1,2,1,4,3,1,3,4,1,1,4,5,6,5,2,4,1,2,5,5,2,5,4,2,5,5,2,6,1,8,3,8,1,9,2,1,1,7,8,2,5,9,8,7,7,33,1,male,1,NA,ethnic to country,,5,masters,6.83333333333333,4,4,27,4,6,5,3,5,2,2,3,44,5,24,13,31,20,22
2024-07-24 12:31:19,2024-07-24 12:39:14,0,187.153.67.183,100,475,1,2024-07-24 12:39:15,R_5PRVSMh5a8GiHqr,NA,NA,NA,NA,22.28,-97.8266,anonymous,EN,609d94f365954bbfe7d4f58b,Mexico,0,,1,1,1,1,1,"Estos días he estado pasando más tiempo conmigo misma puesto que eso he estado trabajando en terapia, mi psicóloga me dijo y yo misma lo he notado, que no me gusta estar sola y dependo mucho de la gente. Estos 3 meses que he estado de vacaciones he aprendido a estar sola y me siento muy feliz, me siento realizada y siento que me conozco cada vez mas. Puede llegar a ser una experiencia negativa cuando es de noche, en las noches es donde sufro porque es donde más me siento sola y puedo llegar a sufrir taquicardias.",12.811,12.811,139.775,1,5,6,4,5,5,7,2,3,3,4,2,2,2,2,3,2,1,5,5,6,2,4,3,2,5,5,5,4,4,5,6,6,4,3,3,9,8,9,8,6,6,9,3,8,9,9,9,8,4,6,7,22,2,female,1,NA,ethnic to country,,3,some college,5.33333333333333,3,2,18,8,2,5,3,5,2,3,3,50,3,26,24,25,34,35
2024-07-24 12:33:33,2024-07-24 12:41:30,0,187.233.121.177,100,476,1,2024-07-24 12:41:30,R_5dng44fDYR4OnaV,NA,NA,NA,NA,21.8453,-102.2746,anonymous,EN,649dba79b97070557ebe3d0b,Mexico,0,,1,1,1,1,1,"Para mí, en lo particular, pasar tiempo sola, pasar tiempo conmigo misma, y básicamente con las voces e ideas de mi cabeza, siempre ha sido algo muy relajante, muy edificante y muy placentero. Yo sé que hay personas que no les gusta estar solos físicamente nunca los he entendido, para mi siempre ha sido algo muy importante estar sola y el autoconocimiento porque creo que el hecho de estar contigo mismo ayuda a conocerte a ti mismo de una manera muy profunda que no vas a lograr de otro modo. No sé si eso le da miedo o le espanta a otras personas, algunas personas a mí no a mí siempre me ha gustado y no soy antisocial. No tengo ningún problema con interactuar con otras otras personas, ni me molestan ni me provocan ansiedad ni nada, no me es negativo tampoco, pero mi preferencia siempre es a la “soledad”. Bueno a lo que se podrían entender como soledad.",1.021,188.911,194.976,11,7,7,7,7,7,7,2,2,1,1,1,3,1,2,4,1,3,6,4,6,1,3,5,5,3,4,5,3,1,1,1,1,6,1,1,4,2,3,6,7,4,1,1,6,4,4,6,9,8,9,9,36,2,female,1,NA,ethnic to country,,4,bachelors,7,2,1,12,5,5,6,4,2,3,4,6,54,1,6,13,35,15,20
2024-07-24 12:22:36,2024-07-24 12:30:34,0,187.190.198.195,100,477,1,2024-07-24 12:30:35,R_3GBVKXKgCIydL4i,NA,NA,NA,NA,19.3179,-99.1729,anonymous,EN,614dc6a01b4262b98ffa6d22,Mexico,0,,1,1,1,1,1,"Creo que la soledad debe ser un espacio de reflexión fuera del tratar de dramatizarlo o romantizarlo. Como cualquier experiencia, la soledad tiende influir en nuestro modo de ser pero nosotros decidimos qué construímos a partir de las experiencias que vivimos en ellas. No todas pueden ser positivas o negativas. Yo simplemente tiendo a ver que pasar tiempo solo es una de las diferentes facetas de mi vida.",13.093,172.089,172.956,2,3,4,4,3,3,4,3,3,3,3,1,4,2,2,3,2,3,4,5,5,3,3,5,5,5,3,5,2,2,5,6,4,4,6,4,7,7,4,7,6,1,1,1,9,9,9,9,7,4,6,8,36,1,male,1,NA,ethnic to country,,5,masters,3.5,1,2,16,9,1,4,4,2,4,5,5,53,3,28,9,25,25,36
2024-07-24 12:34:28,2024-07-24 12:42:26,0,177.228.125.172,100,478,1,2024-07-24 12:42:27,R_2IQKF79E9Ef2ZWI,NA,NA,NA,NA,24.8665,-107.4773,anonymous,EN,5e9f8700fde38a12e671c256,Mexico,0,,1,1,1,1,1,"Mayormente pasar tiempo solo es una experiencia positiva, puedo reflexionar, pensar acerca de mi futuro y hacer las cosas que me gusta hacer sin depender de otra opinion.",29.856,62.357,92.584,3,7,7,6,5,5,6,1,2,2,3,4,1,4,4,2,4,4,6,6,6,2,3,2,4,6,4,6,4,3,5,5,4,2,4,2,9,9,5,7,8,6,6,8,4,7,6,6,9,9,9,6,45,1,male,1,NA,ethnic to country,,3,some college,6,4,3,30,5,5,5,4,3,3,3,4,54,5,25,28,33,30,23
2024-07-24 12:17:21,2024-07-24 12:25:22,0,187.189.58.221,100,481,1,2024-07-24 12:25:23,R_6Ec5UNXbDr5lt1a,NA,NA,NA,NA,28.9275,-106.4313,anonymous,EN,5f13b5cb93d2ed02c439577f,Mexico,0,,1,1,1,1,1,"Para mi la soledad es necesaria, mi rubro laboral requiere de una capacidad de concentración grande y la gente suele ser un distractor, por lo que aprender a encontrar confort en la soledad se ha vuelto una necesidad. Ahora puedo decir con seguridad que la soledad no es solo buena por mi ambito laboral, pero necesaria en general, la constante persepción de otros suele hacer difuso nuestra individualidad, y al encontrarte en soledad refuerzas todo lo que eres y haces con un sentido de identidad personal que solo se puede obtener despues de haber construir una relacion saludable con tu propia mente y el espacio que habitas. ",19.316,92.487,178.614,4,7,7,7,7,7,7,2,2,1,1,4,4,1,1,4,1,4,2,2,2,6,6,6,6,2,6,3,4,4,6,6,6,1,6,1,9,3,2,7,9,1,1,1,9,9,9,9,9,9,9,9,27,1,male,1,NA,ethnic to country,,4,bachelors,7,1,1,14,5,5,1,1,1,1,3,3,27,6,31,12,36,21,36
2024-07-24 12:40:39,2024-07-24 12:48:41,0,187.251.209.66,100,482,1,2024-07-24 12:48:42,R_7Hv5yP5KZ9pIpbP,NA,NA,NA,NA,28.7274,-111.6283,anonymous,EN,5f9afa6dffa5e21329cf3f6e,Mexico,0,,1,1,1,1,1,"creo que es positiva porque me permite pensar en mi y en lo que e hecho y como me e comportado con personas cercanas, tambien para ver que quiero hacer en el tiempo por venir, ademas de entretenerme con cosas como videojuegos o dormir.",21.474,21.474,135.313,1,6,6,6,2,5,2,3,2,1,2,2,1,2,3,2,2,2,4,4,5,2,5,5,2,4,4,5,3,2,4,4,2,2,5,2,2,3,2,7,5,3,7,6,8,5,6,7,6,3,6,2,23,1,male,1,NA,ethnic to country,,4,bachelors,4.5,4,3,20,6,4,5,2,5,3,4,5,51,5,22,21,17,14,26
2024-07-24 12:17:32,2024-07-24 12:25:44,0,187.134.117.130,100,492,1,2024-07-24 12:25:46,R_2rgEU8MwCLYdvl7,NA,NA,NA,NA,25.8955,-109.1351,anonymous,EN,615bc2bfcbb7dff35fb83eb1,Mexico,0,,1,1,1,1,1,"PASAR TIEMPO SOLA PUEDE SER POSITIVO Y NEGATIVO, PUEDO CAMBIAR DE OPINION DEPENDIENDO MIS ANIMOS Y COMO ME SIENTA EN ESE MOMENTO, A VECES PASAR TIEMPO SOLA ME HACE SENTIR BIEN Y CONECTAR CONMIGO MISMA HACIENDO COSAS QUE DISFRUTO Y ME GUSTAN PERO A VECES ES NEGATIVO, CUANDO NO QUIERO ESTAR SOLA Y ME DOY CUENTA QUE CADA VEZ SON MENOS LAS PERSONAS A LAS QUE PUEDO ACUDIR CUANDO QUIERO COMPAÑIA",18.37,18.37,177.463,1,7,6,6,3,3,3,2,2,1,3,4,1,3,4,2,4,4,4,5,5,2,2,5,2,5,2,5,2,2,4,4,4,4,5,3,8,3,5,6,7,3,9,3,9,6,4,5,9,9,8,9,25,2,female,1,NA,ethnic to country,,4,bachelors,4.66666666666667,4,3,29,5,5,5,5,5,5,5,5,59,3,23,22,35,22,24
2024-07-24 12:18:52,2024-07-24 12:27:05,0,189.193.90.19,100,492,1,2024-07-24 12:27:06,R_3LuIMvLXNTLGZLb,NA,NA,NA,NA,20.6288,-100.4828,anonymous,EN,6160ba8aa3c67e4797bf18ef,Mexico,0,,1,1,1,1,1,"Pasar tiempo solo, y saber pasar tiempo solo, es un reflejo de cómo estamos por dentro. Poder estar en paz con uno mismo y lograr tener un equilibrio en nuestras emociones y pensamientos, da como resultado poder estar en paz estando solo sin necesidad de que nuestro bienestar emocional dependa de terceros. Hay una diferencia entre estar solo y sentirse solo. Poder apreciar y atesorar nuestra propia compañía, estar en paz en nuestra mente y en nuestro corazón, saber conocernos a fondo, ser nuestro yo más vulnerable y genuino, es una gran experiencia que solo se puede lograr cuando nos damos permiso de estar nosotros con nosotros mismos para también poder detectar con qué sí estamos alineados y qué quisiéramos cambiar o transformar. Solo logrando esa paz interna y en solitario, podemos estar en paz con los demás. ",16.225,137.442,190.844,3,7,7,7,7,7,7,2,2,2,1,1,3,2,2,4,1,1,5,5,5,1,1,5,1,5,4,5,2,2,5,5,5,5,4,1,9,1,1,6,1,1,1,1,9,9,9,9,4,4,6,7,27,2,female,1,NA,ethnic to country,,4,bachelors,7,2,1,11,6,4,6,6,6,3,5,5,61,2,22,4,21,17,36
2024-07-24 11:43:01,2024-07-24 11:51:15,0,187.189.208.133,100,494,1,2024-07-24 11:51:16,R_51jCPW4Otq9hkX5,NA,NA,NA,NA,20.6381,-103.348,anonymous,EN,661c6ade75e98c4ad0b0acea,Mexico,0,,1,1,1,1,1,"No siento que sea una experiencia estrictamente positiva o negativa para mí, solo es una experiencia que ahonda ese espectro depende de la situación.
Muchas veces disfruto pasar tiempo sola, porque es un tiempo para mí, donde puedo disfrutar de escuchar las cosas que yo quiera o estar en silencio, así como también puedo hacer lo que yo quiera y disfrutarme a mí misma.
Pero también ha habido veces, donde en esa ""soledad"" añoro de compartir esos momentos míos, con alguien más, a veces me da un miedo de estar quedándome atrás de las experiencias de la vida al estar sola.
Así que creo que más bien el que sea una experiencia positiva o negativa para mí, depende de muchos factores (tanto personales como externos) tales como cuánto tiempo ha pasado sin convivir con gente, el clima, la cantidad de estímulos que viví durante el día, etc.",14.218,208.864,210.196,3,6,4,5,6,4,4,2,3,3,2,2,3,3,3,3,2,2,4,5,6,2,1,5,2,6,3,5,3,3,6,5,3,3,5,3,7,6,3,6,8,8,4,9,9,7,7,8,9,6,5,9,21,2,female,1,NA,ethnic to country,,3,some college,4.83333333333333,2,2,18,8,2,5,6,5,4,4,4,59,4,26,29,29,22,31
2024-07-24 12:25:17,2024-07-24 12:33:31,0,187.190.187.160,100,494,1,2024-07-24 12:33:32,R_6sKrpzd7LesnPKp,NA,NA,NA,NA,19.42,-99.1663,anonymous,EN,60786ff5249b808e29b989a4,Mexico,0,,1,1,1,1,1,"En lo personal, disfruto demasiado de mi soledad, me perimite conocerme mejor y aprender a lidiar con mis conflictos internos",26.616,124.854,125.644,3,7,6,7,7,4,7,2,2,3,3,1,1,1,2,4,1,3,6,6,6,1,3,3,1,6,1,6,3,1,6,6,4,2,6,3,6,6,4,4,8,7,8,3,4,7,3,3,8,8,8,7,23,2,female,1,NA,ethnic to country,,4,bachelors,6.33333333333333,4,1,16,7,3,6,4,6,6,4,6,65,5,30,26,31,20,17
2024-07-24 12:23:02,2024-07-24 12:31:18,0,163.116.231.51,100,495,1,2024-07-24 12:31:18,R_7NeKED0yvvy7fDw,NA,NA,NA,NA,20.8517,-99.8562,anonymous,EN,5e8df92fa7264808d9458e30,Mexico,0,,1,1,1,1,1,Me parece que estar solo es una experiencia positiva ya que te da tiempo de reflexionar cosas que tal vez no tendrías tiempo si estuvieras todo el tiempo acompañado,24.519,68.788,69.791,2,6,5,6,3,3,5,2,3,3,2,2,3,2,1,3,1,1,4,4,4,2,2,5,5,5,2,5,2,2,5,5,4,5,6,4,8,8,6,9,7,7,7,3,8,9,9,8,9,8,7,8,29,1,male,1,NA,ethnic to country,,4,bachelors,4.66666666666667,2,2,13,8,2,5,5,2,5,5,5,54,2,26,24,32,31,34
2024-07-24 12:18:44,2024-07-24 12:27:01,0,187.190.182.75,100,496,1,2024-07-24 12:27:01,R_719UFDHIlDhNKNj,NA,NA,NA,NA,28.9564,-106.471,anonymous,EN,61073a8e6fae58a66dd57b39,Mexico,0,,1,1,1,1,1,"Las personas necesitan tiempo para sí mismos para poder formar criterio propio, ya que de estar mayor parte acompañado se podrían volver demasiado influenciables.
Pero también se necesita de compañía ya que también el estar insolado por mucho tiempo uno puede formar pensamientos peligrosos.
",27.733,171.388,176.313,3,6,6,6,7,1,7,1,3,1,3,1,2,2,2,4,2,1,2,1,6,5,5,6,1,2,2,5,1,1,5,6,6,5,6,4,8,9,8,7,7,6,6,2,9,9,6,6,8,4,6,6,23,2,female,1,NA,ethnic to country,,4,bachelors,5.5,3,1,15,5,5,2,2,6,5,6,6,49,2,29,21,24,32,30
2024-07-24 12:24:33,2024-07-24 12:32:49,0,187.212.203.196,100,496,1,2024-07-24 12:32:50,R_6QhQIGBIjKUeK7B,NA,NA,NA,NA,20.671,-103.3299,anonymous,EN,5f2f1a662d7fa52ee59ec87d,Mexico,0,,1,1,1,1,1,"Pasar tiempo  a solas es algo positivo porque te brinda la oportunidad de descansar y reflexionar sobre ti y todo lo que te rodea, además de que en mi opinión te ayuda a conocerte a ti mismo, siempre y cuando pasar tiempo a solas no sea toda tu realidad puesto que el contacto humano y la sociabilización también son necesarias, por lo que debe de haber un balance entre las dos.",16.253,172.091,173.447,8,6,6,6,6,6,6,1,3,1,2,1,3,2,2,3,2,1,4,5,5,3,4,5,3,4,4,5,3,3,4,4,4,5,4,4,3,3,3,6,6,3,2,2,7,7,6,7,7,6,6,7,27,2,female,1,NA,ethnic to country,,4,bachelors,6,2,2,14,5,5,4,3,4,3,4,4,50,2,22,13,26,15,27
2024-07-24 12:32:45,2024-07-24 12:41:03,0,189.157.67.237,100,497,1,2024-07-24 12:41:03,R_38bORJ6MlhKP2BH,NA,NA,NA,NA,22.1514,-100.9713,anonymous,EN,5eece6c66db5540c7b43648d,Mexico,0,,1,1,1,1,1,"Me gusta pasar tiempo solo, porque durante mi niñez me acostumbré a estar solo, y aprendí a como disfrutar el tiempo a solas. Desde que empecé la preparatoria y la universidad, hicé muchos amigos y una novia, y me di cuenta de que también disfrutaba bastante estar con ellos. Siento que ahora no puedo pasar mucho tiempo solo como antes porque me falta esa interacción que tengo con mis seres queridos, entonces es una experiencia negativa si no los veo por mucho tiempo o no nos hablamos. Mas sin embargo, también hay veces que solo quiero estar a solas, a pesar de ligeramente extrañar a mis seres queridos, simplemente porque lo necesito para estar con mis propios pensamientos.",5.671,5.671,119.095,1,6,3,5,3,4,5,3,3,3,3,1,2,3,3,4,3,2,5,4,6,2,3,5,2,4,3,5,2,2,6,5,5,3,5,4,6,7,5,8,4,3,6,4,6,7,7,8,7,8,7,6,19,1,male,2,NA,not ethnic to country,Mexicano-Taiwanés,3,some college,4.33333333333333,3,1,19,9,1,5,4,5,4,5,5,57,4,29,17,28,26,28
2024-07-24 12:31:43,2024-07-24 12:40:02,0,201.103.154.129,100,498,1,2024-07-24 12:40:02,R_6n0l7d3Zh0XEcxM,NA,NA,NA,NA,19.42,-99.1663,anonymous,EN,5f8d00ca25aa354b7063d7c7,Mexico,0,,1,1,1,1,1,"Pasar el tiempo a solas es bueno, por que puedes hacer actividades que te gustan y deseas. Es malo cuando sientes que estas actividades, no estan siendo de tu agrado. o mas bien que puedes hacerlo con alguien mas.
",9.74,9.74,91.142,1,6,5,6,6,7,7,1,2,3,3,3,4,2,2,4,2,4,3,2,4,5,5,5,3,3,5,5,2,2,5,6,6,6,6,4,8,6,6,6,8,7,7,3,9,8,7,7,7,7,8,8,34,2,female,1,NA,ethnic to country,,4,bachelors,6.16666666666667,1,1,18,6,4,2,2,4,2,5,5,42,1,28,25,30,26,31
2024-07-24 11:41:19,2024-07-24 11:49:44,0,189.128.166.2,100,505,1,2024-07-24 11:49:45,R_8jvMzo8Mjx40H4Y,NA,NA,NA,NA,20.5708,-100.4132,anonymous,EN,5aea9386ef2d830001a97860,Mexico,0,,1,1,1,1,1,"Me gusta pasar el tiempo sola. Siento que es un momento en el que puedo dejar a un lado las expectativas de los demás y puedo comportarme como yo quiera. Puedo jugar un rato sola, puedo leer, puedo ver series, puedo masturbarme, puedo tener la libertad de hacer cosas que con otras personas quizás sería incómodo o inoportuno. Me gusta porque soy una persona reflexiva, me gusta porque puedo hacer cosas sin que nadie me interrumpa, y me gusta porque puedo apapacharme y premiarme sin que nadie más me juzgue. 

Aunque es un arma de doble filo. En general soy una persona melancólica con una energía baja y tendencia a la depresión. Si bien se siente bien poder entristecerme o deprimirme a mis anchas sin que nadie me detenga o se preocupe por mi, no es un hábito sano, y muchas veces desearía poder pasar tiempo sola sin necesidad de dejarme apagarme tanto.",18.019,166.572,224.921,3,6,5,6,6,3,4,2,2,3,3,1,2,3,3,4,2,3,4,5,4,3,4,4,3,3,5,4,3,3,5,5,5,3,5,3,6,7,5,8,8,6,6,7,5,7,8,7,9,7,8,9,25,2,female,1,NA,ethnic to country,,4,bachelors,5,3,1,19,7,3,4,3,4,2,4,4,45,4,27,27,33,26,27
2024-07-24 11:42:30,2024-07-24 11:50:57,0,187.188.64.124,100,507,1,2024-07-24 11:50:58,R_2l4uOCkdeyrt9aY,NA,NA,NA,NA,20.6381,-103.348,anonymous,EN,5cabba347ea4a700019a8950,Mexico,0,,1,1,1,1,1,"Pasar tiempo con uno solo es de las cosas mas esenciales en la vida ya que te permite conocerte a ti mismo sin tener presion social, te permite saber que te gusta hacer y que no te gusta hacer es decir conoces los limites sociales que te agradan y hasta donde estas listo para integrarte y ser una parte activa y util de la sociedad.",2.96,41.343,99.962,2,6,3,4,6,6,3,2,1,1,3,4,2,1,2,3,1,4,5,3,4,2,5,5,3,5,5,4,5,3,6,6,4,4,5,4,6,1,1,7,8,9,9,9,7,8,8,7,6,7,4,7,32,3,nonbinary/other,1,NA,ethnic to country,,5,masters,4.66666666666667,3,2,20,4,6,5,2,4,2,2,4,45,3,28,35,24,15,30
2024-07-24 12:20:20,2024-07-24 12:28:49,0,104.28.50.20,100,509,1,2024-07-24 12:28:50,R_3m81nPgXF7bHbQ6,NA,NA,NA,NA,19.4203,-99.1193,anonymous,EN,613fa79dc1a478172abc0c66,Mexico,0,,1,1,1,1,1,"en mi experiencia personal pasar tiempo a solas e muy agradable, se que canto con gente a mi al rededor que me quiere y me ayuda, pero me agrada mi tempo a solas, son pocas las veces en que realmente siento la necesidad de estar acompañada. esto no quiere decir que no me guste la compañía, es solo que disfruto ambos lados",15.189,189.605,191.263,13,6,6,6,6,7,7,2,3,3,2,2,3,2,1,4,1,2,5,6,6,2,3,4,1,5,5,5,2,2,6,6,5,5,3,3,9,3,1,9,7,6,6,1,9,9,7,9,9,7,7,9,29,2,female,1,NA,ethnic to country,,4,bachelors,6.33333333333333,2,1,13,8,2,5,4,6,2,5,5,58,2,25,20,32,22,34
2024-07-24 12:31:40,2024-07-24 12:40:20,0,177.240.115.15,100,520,1,2024-07-24 12:40:20,R_5HZeiu9FrN8FM1X,NA,NA,NA,NA,19.0631,-98.2217,anonymous,EN,5b146e7bc85dc40001624518,Mexico,0,,1,1,1,1,1,"Para mi en ocasiones la soledad ha sido positiva, me ha dado tiempo de pensar en las cosas que no he resuelto y que al estar acompañado no me da el tiempo de encontrar soluciones. Hay veces que es necesario un espacio para uno mismo y cuando he estado solo por elección lo he disfrutado bastante",16.202,117.943,119.103,3,7,6,7,7,6,7,3,3,3,2,1,3,1,2,4,2,2,5,4,6,2,3,4,1,5,4,6,1,1,6,5,6,4,6,4,9,8,7,7,9,5,8,7,9,8,9,9,9,9,9,8,42,1,male,1,NA,ethnic to country,,5,masters,6.66666666666667,2,1,13,9,1,5,4,6,3,6,6,60,3,30,29,35,31,35
2024-07-24 11:43:06,2024-07-24 11:51:57,0,189.174.99.226,100,531,1,2024-07-24 11:51:58,R_5nVNbpYAF8Uuitu,NA,NA,NA,NA,20.9908,-86.9392,anonymous,EN,666e53f6e7954cd327820e02,Mexico,0,,1,1,1,1,1,"Para mi el pasar tiempo solo es completamente agradable, mas que nada por que te permite ser mas introspectivo y aprender a conocerse uno mismo, es importante nutrir nuestra mente y cuerpo con buenos habitos para que esto sea algo mucho mas positivo de lo que puede ser",17.615,17.615,103.248,1,7,5,6,4,6,6,2,2,2,3,2,3,2,2,4,2,4,5,4,5,2,2,4,5,6,4,5,3,2,4,5,4,6,4,4,9,9,9,9,9,6,6,3,9,8,8,8,9,9,7,9,24,1,male,1,NA,ethnic to country,,3,some college,5.66666666666667,2,1,18,6,4,5,5,2,3,4,5,53,1,22,24,34,36,33
2024-07-24 12:41:02,2024-07-24 12:49:53,0,187.189.216.120,100,531,1,2024-07-24 12:49:53,R_579CmKf4mhOrkXP,NA,NA,NA,NA,19.54,-96.8891,anonymous,EN,615222831e25d7ca27cd2c5a,Mexico,0,,1,1,1,1,1,"Para mi pasar tiempo a solas es una experiencia positiva, puedo hacer las cosas que me gustan, descubrir nuevas experiencias y poder ser yo sin el temor de que a otros les diguste si escucho música a volumen alto, si bailo o llego a gritar. Me ayuda e reconocer mis emociones y hablar conmingo misma.",15.692,171.62,172.95,5,5,5,5,6,6,5,2,3,1,3,2,3,2,1,4,2,1,5,5,5,2,2,4,2,5,2,5,3,3,4,5,4,3,4,3,7,3,1,5,8,7,5,5,8,8,9,9,8,8,8,8,23,2,female,1,NA,ethnic to country,,4,bachelors,5.33333333333333,2,1,14,6,4,5,5,5,5,4,4,57,4,24,25,32,16,34
2024-07-24 11:43:36,2024-07-24 11:52:30,0,189.194.57.247,100,533,1,2024-07-24 11:52:30,R_6OqeTzlovLYsz7t,NA,NA,NA,NA,19.0287,-98.2043,anonymous,EN,613a90797c260bf490fabae6,Mexico,0,,1,1,1,1,1,"Pasar tiempo solo es bueno o malo dependiendo la cantidad de tiempo que pases solo. Siempre es bueno darse un espacio de los demás para pensar, descansar u otras cosas. Pero ya pasar demasiado tiempo solo, descuidar a tus amistades y familias puede llegar a tener repercusiones muy grandes de manera negativa.",33.03,179.564,180.335,3,6,6,6,6,6,6,2,3,1,1,1,3,1,1,4,1,1,6,6,6,1,1,6,1,6,5,6,2,2,5,5,5,5,4,3,8,3,3,8,7,4,8,3,7,7,8,7,9,8,9,8,25,1,male,1,NA,ethnic to country,,3,some college,6,2,1,9,6,4,6,6,6,2,5,5,66,2,24,22,34,22,29
2024-07-24 12:17:51,2024-07-24 12:26:51,0,187.155.138.234,100,539,1,2024-07-24 12:26:52,R_3Qs7BsK42jd7JTa,NA,NA,NA,NA,20.8386,-86.8801,anonymous,EN,666dcbca0338769b50be777f,Mexico,0,,1,1,1,1,1,"Tiempo a sólo es fundamental para no obtener inputs-entrada de ideas, interacción, información, etc externa. Al estar sólo puedes depurar, analizar, procesar, en general introspección de diferentes problemas, ideas, metas, etc. Cuando no se cumple con un tiempo a solas (en lo personal) me veo en situaciones donde no tengo la capacidad de diluir esas necesidades.",2.663,23.975,116.464,4,7,5,7,6,5,6,2,2,3,2,1,3,2,2,4,1,3,5,4,5,2,4,4,2,4,3,4,3,2,5,5,5,3,4,1,5,4,1,5,7,6,6,4,6,5,4,6,8,9,8,9,38,1,male,1,NA,ethnic to country,,5,masters,6,2,1,14,7,3,5,3,5,4,4,5,52,4,24,23,34,15,21
2024-07-24 12:37:29,2024-07-24 12:46:30,0,201.139.115.240,100,540,1,2024-07-24 12:46:31,R_2UXH0VKo7BYb86w,NA,NA,NA,NA,19.0534,-98.2246,anonymous,EN,613ce2d635367eb92cab3cc0,Mexico,0,,1,1,1,1,1,"Pienso que estar sola es una experiencia positiva porque te enseña a no depender de nadie, asi como no necesitar de una compañia para querer hacer cosas, en pocas palabras eres una persona totalmente independiente pero tambien es negatica, puesto que te llegas a alejar de las personas, incluso llegas a no participar en situaciones porque ya no quieres, puedes llegar a sentir incluso ansiedad al estar rodeada de más personas y no haces crecer tu circulo social y/o no tener uno.",24.599,198.805,199.5,2,6,4,5,4,3,4,2,2,1,3,3,2,3,4,2,3,4,5,4,5,2,2,6,2,5,2,5,2,2,5,5,5,3,4,1,7,6,3,6,3,3,6,3,6,7,7,7,9,7,7,7,25,2,female,1,NA,ethnic to country,,4,bachelors,4.33333333333333,3,3,26,5,5,5,5,5,5,5,5,60,4,24,15,30,22,27
2024-07-24 12:19:16,2024-07-24 12:28:18,0,189.152.237.49,100,541,1,2024-07-24 12:28:19,R_617eqBjLlTIsecq,NA,NA,NA,NA,25.6484,-100.3195,anonymous,EN,613eb4f0b0ed6c2ce930bfba,Mexico,0,,1,1,1,1,1,"Para mi, pasar tiempo sola es una experiencia positiva ya que logro conocer mis gustos y tengo espacio para dedicarme tiempo ya sea en el ambito de la salud y personal (ejercicio, skincare, limpiar, etc). Trato de tener al menos una vez al dia tiempo a solas para asi poder acomodar mis pensamientos y saber que es lo quiero en un futuro. Los fines de semana trato de tener menos tiempo sola y mas tiempo acompañada ya que toda la semana tuve mi tiempo a sola. ",21.8,181.799,218.34,6,7,6,6,7,7,7,2,3,1,3,2,2,3,3,3,3,2,5,4,5,2,2,3,2,4,5,4,4,4,5,5,4,4,5,3,7,8,7,7,5,6,6,6,7,8,7,7,6,6,6,7,22,2,female,1,NA,ethnic to country,,3,some college,6.66666666666667,3,2,21,6,4,5,5,5,2,3,3,48,3,25,23,25,29,29
