PublicationDate,Source,Coder_1,Coder_2,TieBreaker,ArticleTitle
"Oct 18, 2020",The Washington Post,0,1,0,Senior dance group stays in the groove in isolation
"Nov 29, 2020",New York Times,0,1,0,Finding a Way Out of Isolation Through a Greenhouse: [Real Estate Desk]
"Dec 30, 2020",Los Angeles Times,0,1,0,THE NATION; New strain of virus shows up in Colorado; Young man not known to have traveled is in isolation with variant that's rattled the U.K.
"Jan 21, 2021",New York Times,0,1,0,"A Literary Trailblazer’s Solitary Death: Charles Saunders, 73"
"Jan 27, 2021",Wall Street Journal (Online),0,1,0,Covid-19 Vaccines Mean an End to Isolation at a Retirement Home; Residents mingle with each other for the first time in months and look forward to seeing family from whom they have long been cut off
"Jun 9, 2022",Los Angeles Times,0,1,0,"ON WRITING / Molly Smith Metzler; Zoom is tough; real life is tougher; 'Maid' production struggles -- isolation, tech woes and panic attacks -- were dwarfed by those of actual low-wage workers."
"Aug 2, 2022",The Washington Post,0,1,0,Biden's case highlights issues with CDC isolation guidance
"Sep 27, 2022",Star Tribune,0,1,0,Escaping isolation and finding hope in 'Utopia': Review: Paula Mann's choreography is performed to a backdrop of video projections.
"Oct 18, 2022",Wall Street Journal (Online),0,1,0,"White Lotus' Star F. Murray Abraham Traded Gang Life for a Career on Stage; The actor, who won an Oscar for 'Amadeus,' on his childhood in West Texas, becoming solitary and how a $100 scholarship put him on a path to performing"
"Aug 19, 2021",The Washington Post,0,1,0,"Taliban shifts focus to governing, but protests, empty coffers and isolation pose challenges"
"Jan 5, 2020",Star Tribune,1,1,1,Daughter left behind tells her memoir in letters: NONFICTION: Language serves as a fortress of solitude for child whose parents returned to South Korea.
"Jan 10, 2020",Star Tribune,1,1,1,A solitary sentinel
"Jan 19, 2020",The Washington Post,1,1,1,Give him his alone time and ask for the same
"Jan 26, 2020",The Washington Post,1,1,1,Make some tracks on Solitude's terrific terrain
"Feb 11, 2020",Wall Street Journal (Online),1,1,1,Growing Risk to America's Seniors: Themselves; Government agencies attribute problem in part to isolation from families and communities
"Feb 13, 2020",Chicago Tribune,1,1,1,Shopping for a chaise: Here's how to find a little solitude
"Feb 15, 2020",New York Times,1,1,1,A Musical Interlude From Isolation Over Skype: [Foreign Desk]
"Feb 17, 2020",Wall Street Journal (Online),1,1,1,Coronavirus Cabin Fever: Working From Home Tests Employees' Endurance; Days of isolation—or with the children underfoot; 'It's another full-time job trying to manage it all'
"Feb 22, 2020",New York Times,1,1,1,Fourteen Days of Solitude: A Diary: [National Desk]
"Feb 27, 2020",Wall Street Journal (Online),1,1,1,"Risks of Loneliness Among Seniors Aren't Being Adequately Addressed, Report Warns; Research shows social isolation is associated with increased chances for early death, advisory group says"
"Mar 13, 2020",Wall Street Journal (Online),1,1,1,The Internet Can't Save Us From Loneliness in Pandemic; Forced isolation only deepens the emptiness we often feel when communicating by screen
"Mar 16, 2020",Los Angeles Times,1,1,1,Seniors face fear and isolation amid outbreak; Asian Americans are a particularly hard-hit group
"Mar 17, 2020",Los Angeles Times,1,1,1,"Can't make AA? Stay in touch, community urges; For people in recovery, isolation can be its own risk"
"Mar 17, 2020",Los Angeles Times,1,1,1,Feeling down? You're not alone
"Mar 17, 2020",New York Times,1,1,1,How I Made Self-Isolation Less Lonely: [Op-Ed]
"Mar 18, 2020",New York Times,1,1,1,Challenge for Urban Dwellers: Social Isolation at a Moment to Come Together: [Foreign Desk]
"Mar 19, 2020",USA TODAY,1,1,1,Home isolation is fertile ground for domestic abuse
"Mar 20, 2020",Chicago Tribune,1,1,1,"Togetherness amid the isolation: Slo 'Mo, Chicago's baddest LGBTQ dance party, is going digital so you can shimmy while at home"
"Mar 20, 2020",Wall Street Journal (Online),1,1,1,"Two Books on Solitude: They Want to Be Alone; We seem either to mock or idolize solitaries, perhaps because perceiving them as ordinary might require us to question the cocoon of noise with which we surround ourselves."
"Mar 20, 2020",New York Times,1,1,1,Covering Communities in Isolation: [Metropolitan Desk]
"Mar 21, 2020",Tampa Bay Times,1,1,1,Tampa patient: Isolation led to appreciation
"Mar 22, 2020",Chicago Tribune,1,1,1,"How isolation can impact your mood, and what to do about it"
"Mar 23, 2020",The Washington Post,1,1,1,"Eating alone, together: Breaking bread virtually is helping people fight isolation"
"Mar 24, 2020",Chicago Tribune,1,1,1,Stay solitary. Stay home.: Because cheaters imperil the rest of us.
"Mar 24, 2020",New York Times,1,1,1,"To Some, Cost of Prolonged Isolation Is Too High: [Foreign Desk]"
"Mar 26, 2020",Wall Street Journal (Online),1,1,1,"New Forms of Storytelling—and Old Ones Too; From solitary reading to online book clubs, we will find ways to satisfy the human need for stories"
"Mar 26, 2020",The Washington Post,1,1,1,Wisdom of books written in isolation
"Mar 27, 2020",Wall Street Journal (Online),1,1,1,"Call Me Anytime…No, Really, We're All Answering the Phone Again; Texts can be cold; calls let people hear the concern in your voice. Now that we're all stuck in coronavirus-related social isolation, the phone call is making a big comeback."
"Mar 28, 2020",Los Angeles Times,1,1,1,"When screen time can make us less alone; In this time of social distancing, sharing our experiences online can help us feel together"
"Mar 29, 2020",Star Tribune,1,1,1,"Minnesotans face demands of new work life: Workers, businesses adapt to landscape of technology overload, isolation, child care demands and anxiety of the unknown."
"Mar 29, 2020",Newsday,1,1,1,Double-edged sword of isolation: Social distancing helps flatten virus curve but it also might hurt those in sobriety
"Mar 29, 2020",New York Times,1,1,1,"In Days of Solitude, Books Can Be Our Passports: [Travel Desk]"
"Mar 29, 2020",The Washington Post,1,1,1,World's poor face grave new hardships while in isolation
"Mar 30, 2020",Los Angeles Times,1,1,1,"CORONAVIRUS; Could COVID-19 make isolation the new normal? A global social experiment, through a Seoul lens"
"Apr 1, 2020",Wall Street Journal (Online),1,1,1,"A Berlin Woman Struggles With Isolation: 'The Dog Gives Me a Reason to Go Out'; After two weeks in her apartment, Julia Schössler is thankful for her German shepherd—and eager to get back to the office"
"Apr 1, 2020",Wall Street Journal (Online),1,1,1,Cystic Fibrosis Intensifies Pandemic for 33-Year-Old Australian; Jonathan Despinidic is mentally preparing to stay in isolation for six months; 'I'm trying to suppress the anxiety and not worry about it.'
"Apr 1, 2020",USA TODAY,1,1,1,Foster children feeling the pain of isolation
"Apr 1, 2020",Los Angeles Times,1,1,1,Easing the isolation with their quarantine buddies; Friends make pact -- no contact with others
"Apr 1, 2020",The Washington Post,1,1,1,Self-isolation can be a portal to 'The Twilight Zone'
"Apr 2, 2020",Wall Street Journal (Online),1,1,1,"Castaways and Other Lonely Survivors; From prisoners to exiles to marooned sailors, human beings have faced the ordeal of enforced solitude."
"Apr 3, 2020",Tampa Bay Times,1,1,1,PRESERVING PASSOVER CLOSENESSIN SELF-ISOLATION: JEWISH FAMILIES IN TAMPA BAY MAKE ADJUSTMENTS TO CELEBRATE THE ANCIENT FESTIVAL OF FREEDOM
"Apr 5, 2020",Wall Street Journal (Online),1,1,1,"Zoombombing Harms the Alcoholics Anonymous Community; Zoom, the go-to platform for social isolation in the coronavirus pandemic, is no substitute for meeting in person—especially for recovering alcoholics"
"Apr 5, 2020",Wall Street Journal (Online),1,1,1,"Single Life and the Coronavirus; For those living alone, lockdowns can amplify feelings of isolation. 'It's different now because it's imposed.'"
"Apr 5, 2020",New York Times,1,1,1,Recovery in Isolation: [Op-Ed]
"Apr 5, 2020",The Washington Post,1,1,1,Ex-inmate says prison readied him for isolation
"Apr 6, 2020",Los Angeles Times,1,1,1,"Tough realities as students struggle with home learning; Stress, noise, isolation are just some of the hurdles"
"Apr 7, 2020",Wall Street Journal (Online),1,1,1,A Hostage's Guide to Isolation; What I learned about survival as a Taliban prisoner.
"Apr 8, 2020",USA TODAY,1,1,1,Facebook users returning amid social isolation
"Apr 9, 2020",Wall Street Journal (Online),1,1,1,"How Rituals and Focus Can Turn Isolation Into a Time for Growth; As the author learned caring for his ailing wife, a well-ordered day with close attention to mundane tasks can let us endure with purpose"
"Apr 9, 2020",Wall Street Journal (Online),1,1,1,"Coronavirus Pandemic Takes Toll on Mental Health; Interrupted treatments, heightened anxiety and enforced isolation could cause lasting damage, especially to those with existing conditions"
"Apr 9, 2020",Los Angeles Times,1,1,1,"A family tested by virus, isolation; When a doctor went into quarantine, even a simple thing as a hug became impossible."
"Apr 10, 2020",Wall Street Journal (Online),1,1,1,"Even in a Pandemic, No One Should Have to Die Alone; Coronavirus isn't what killed my grandfather at 99, but it kept his loved ones from being there."
"Apr 10, 2020",New York Times,1,1,1,"Lessons in Constructive Solitude: [Movies, Performing Arts/Weekend Desk]"
"Apr 10, 2020",The Washington Post,1,1,1,"For young caregivers, isolation and sacrifice are nothing new"
"Apr 12, 2020",Wall Street Journal (Online),1,1,1,"As Christians Mark Easter in Isolation, Pope Francis Proclaims 'Contagion of Hope'; Under restrictions imposed in response to the coronavirus pandemic, millions marked Easter Sunday at home"
"Apr 12, 2020",Chicago Tribune,1,1,1,Isolation amid pandemic can trigger mental health issues
"Apr 12, 2020",Newsday,1,1,1,STAYING IN THE GAME: SELF-ISOLATION HAS MOVED SOCIAL CIRCLES TO GO ONLINE TO PLAY
"Apr 12, 2020",Newsday,1,1,1,"Stories to quell fears,isolation of pandemic"
"Apr 12, 2020",New York Times,1,1,1,Getting Creative in Not-So-Splendid Isolation: [Sports Desk]
"Apr 12, 2020",The Washington Post,1,1,1,Artists struggle to find inspiration in isolation
"Apr 13, 2020",Tampa Bay Times,1,1,1,Turning the page on isolation
"Apr 13, 2020",USA TODAY,1,1,1,"Around the world, 'Easter of solitude'"
"Apr 13, 2020",USA TODAY,1,1,1,Teens are equipped to handle isolation
"Apr 13, 2020",New York Times,1,1,1,A Star Who Doesn't Mind Being Alone: [The Arts/Cultural Desk]
"Apr 13, 2020",The Washington Post,1,1,1,"In cities across the world, an 'Easter of solitude'"
"Apr 14, 2020",Wall Street Journal (Online),1,1,1,"The Irony of Isolation: Reconnecting With Friends During the Coronavirus Lockdown; Amid social distancing and quarantine, people have rekindled friendships and grown closer to neighbors"
"Apr 14, 2020",New York Times,1,1,1,Hello in There: Older People and Isolation: [Science Desk]
"Apr 15, 2020",Newsday,1,1,1,Psychology of isolation: Experts offer insight on how children cope with the crisis
"Apr 15, 2020",The Washington Post,1,1,1,A vaccine is our only escape from isolation
"Apr 16, 2020",Wall Street Journal (Online),1,1,1,Coronavirus Lockdown Lessons—From Antarctica; The crew at Troll station are used to isolation. They have advice to help us avoid the Jack Nicholson route in 'The Shining'
"Apr 16, 2020",The Washington Post,1,1,1,The price of isolation
"Apr 17, 2020",New York Times,1,1,1,"A Guarded Laureate Of Isolation: [Movies, Performing Arts/Weekend Desk]"
"Apr 17, 2020",The Washington Post,1,1,1,Astronauts shed light on how to navigate life in isolation
"Apr 19, 2020",Newsday,1,1,1,"Is social isolation getting to you, too?"
"Apr 21, 2020",Chicago Tribune,1,1,1,"'This is devastating for us': For those in nursing homes, and their visitors, coronavirus isolation takes a toll"
"Apr 21, 2020",New York Times,1,1,1,"Solitary Prayers, Stifled Festivals: An Unusual Ramadan: [Foreign Desk]"
"Apr 21, 2020",The Washington Post,1,1,1,"In pandemic, isolation 'seems like forever'"
"Apr 22, 2020",Wall Street Journal (Online),1,1,1,"Isolation and Illness Give L.A. Writer and a Pitbull a Path to Commitment; Cyrus Dunham was unsure at first about a permanent relationship with a rescue dog, but the lockdown fostered a bond"
"Apr 22, 2020",Chicago Tribune,1,1,1,"How to survive isolation: Drives, hope and Adele: Quad Cities man who did decades in solitary shares tips"
"Apr 23, 2020",Wall Street Journal (Online),1,1,1,"Social Isolation's High Physical and Psychological Toll; Studies of polar researchers, astronauts and others in isolation shed light on possible effects of social distancing, including increased forgetfulness, depression and heart attacks"
"Apr 23, 2020",Los Angeles Times,1,1,1,Sense of isolation reinforced; Pandemic heightens the struggles rural schools already face
"Apr 23, 2020",Los Angeles Times,1,1,1,Glenn Gould was ready for this moment; His 'Solitude Trilogy' for radio in the 1960s and '70s extolled isolation. Cue: 2020.
"Apr 24, 2020",New York Times,1,1,1,Dying in Hotels After New York Tried Isolation: [Foreign Desk]
"Apr 24, 2020",New York Times,1,1,1,One Benefit of Isolation: [Letter]
"Apr 25, 2020",Star Tribune,1,1,1,"FAITH &amp; VALUES: Young folks are lonely, and religion doesn't safeguard them ; Attending services doesn't protect against isolation, survey of youth ages 13-25 finds."
"Apr 26, 2020",Newsday,1,1,1,Working it out during their self-isolation
"Apr 26, 2020",Newsday,1,1,1,Doing the work: Isolation doesn't mean ending exercise regimens
"Apr 26, 2020",Los Angeles Times,1,1,1,"ALONE TOGETHER| VIRTUAL REALITY; VR MAY BRING THE EMOTIONAL ESCAPE WE NEED NOW; The headsets still cost too much, but the promises of illusions are closer to becoming an alternate reality in anxious times. Here is how one skeptic became a believer."
"Apr 26, 2020",The Washington Post,1,1,1,"After a lifelong struggle with an eating disorder, she has more to fear than coronavirus during self-isolation"
"Apr 27, 2020",Star Tribune,1,1,1,INSIGHTS FROM LIVES OF SOLITUDE
"Apr 27, 2020",Wall Street Journal (Online),1,1,1,"The Uncanny Pastel Sculptures One Artist Is Making From Quarantine; Her work might look fun, even funny from afar, but up close, it takes a darker turn. Sculptor Genesis Belanger's latest work, created mostly in coronavirus isolation, responds to unsettling times"
"Apr 28, 2020",Los Angeles Times,1,1,1,Ramadan in a time of coronavirus; The solitude of social distancing gives the faithful time to reflect on Ramadan's core principles.
"Apr 29, 2020",New York Times,1,1,1,"Tired of Isolation, More Americans Venture Outside: [Foreign Desk]"
"Apr 30, 2020",Los Angeles Times,1,1,1,PERSPECTIVES; The psychological toll of isolation; The effects on mental health can be dire and lasting. But we might also become more resilient in long run.
"Apr 30, 2020",New York Times,1,1,1,"A Time for Isolation, Reflection and Burying the Hatchet: [Style Desk]"
"Apr 30, 2020",Wall Street Journal (Online),1,1,1,"'The Diary of Anne Frank' Review: Isolation as a Matter of Life and Death; An ambitious Zoom-based performance of the stage version of the historic journal is an inspired, moving use of the software."
"May 1, 2020",Chicago Tribune,1,1,1,Feeling hopeless? Worried?: You're not alone
"May 2, 2020",Los Angeles Times,1,1,1,DATING IN A TIME OF ISOLATION
"May 2, 2020",Los Angeles Times,1,1,1,"EPIPHANY OUT OF EPIDEMIC; IN TOUGH TIMES AND TIGHT SPACES, OUR TRUE COLORS SHINE THROUGH, WHETHER WE'RE ALONE OR TOGETHE"
"May 3, 2020",Star Tribune,1,1,1,Eating disorders can be exacerbated by isolation: The pandemic has made dealing with eating disorders difficult. But there are positive trends.
"May 3, 2020",New York Times,1,1,1,I Need a Vacation From Parenting in Isolation: [Style Desk]
"May 3, 2020",New York Times,1,1,1,Finding Some 'Alone Time' in a Crowded World: [Real Estate Desk]
"May 4, 2020",Chicago Tribune,1,1,1,Coping with isolation: Two experts on being very alone offer tips to stay healthy
"May 5, 2020",New York Times,1,1,1,"A Stifling Isolation, Broken Up by the Evening Song of Street Chatter: [Correction]"
"May 6, 2020",Tampa Bay Times,1,1,1,What is it like to paint a mural in isolation?
"May 8, 2020",Newsday,1,1,1,"Duchess talks isolation, photo project"
"May 12, 2020",Newsday,1,1,1,"time warp: Why isolation makes days rush by for some, drag for others"
"May 12, 2020",The Washington Post,1,1,1,"For elderly, pandemic forces them into 'cruel' isolation"
"May 12, 2020",The Washington Post,1,1,1,"In isolation, together"
"May 14, 2020",Star Tribune,1,1,1,Class of 2020's solitary walk
"May 14, 2020",Wall Street Journal (Online),1,1,1,"How to Expand Your Quarantine Bubble; Tired of isolation, more people are seeing friends and extended family. There are ways to manage the risk."
"May 14, 2020",Wall Street Journal (Online),1,1,1,"In This Age of Self-Isolation, Architects See Their Homes From a Different Angle; These designers are rethinking the configuration of their own houses for a post-pandemic world"
"May 14, 2020",The Washington Post,1,1,1,Isolation isn't new for those with intellectual disabilities
"May 15, 2020",Chicago Tribune,1,1,1,A look back at Biosphere 2 and life in isolation [Corrected 05/16/2020]
"May 16, 2020",Star Tribune,1,1,1,MINNSPIRATIONS: CYBER-SENIORS COMBATS ISOLATION
"May 16, 2020",Wall Street Journal (Online),1,1,1,Meet the Men Sewing Their Way Through Isolation; Men across the country are filling their otherwise empty schedules with DIY fashion projects like stitching pockets on old sweatshirts and experimenting with tie-dye
"May 18, 2020",Wall Street Journal (Online),1,1,1,"Let Children Go to Summer School; Reopening classrooms brings risks. But they can be mitigated, and isolation costs kids far more dearly."
"May 18, 2020",New York Times,1,1,1,'I Feel Like a Hero': An Instacart Shopper's Solitary Day: [Foreign Desk]
"May 21, 2020",The Washington Post,1,1,1,Isolation-inspired historians
"May 22, 2020",Wall Street Journal (Online),1,1,1,Sheltered at Home: WSJ Members Share Photos of Life in Isolation; We asked readers to share photos of the silver linings found during the pandemic
"May 22, 2020",New York Times,1,1,1,Bittersweet Solitude: [Foreign Desk]
"May 25, 2020",Tampa Bay Times,1,1,1,Isolation is acute for new moms: The pandemic has altered plans many had for support
"May 25, 2020",Wall Street Journal (Online),1,1,1,"More People Are Taking Drugs for Anxiety and Insomnia, and Doctors Are Worried; As coronavirus health concerns, social isolation and job-loss stress take a toll, people turn to medications; 'It can very quickly become a habit'"
"May 28, 2020",Wall Street Journal (Online),1,1,1,"The Solace of Solitary Encounters With Classical Music; Nothing can replace a live concert, but listening to great music alone can be the opposite of isolation and an antidote for loneliness"
"May 28, 2020",Star Tribune,1,1,1,"Ack-worthy quarantine moments: Cartoonist who gave us ""Cathy"" is now posting daily ""Scenes From Isolation"" on Instagram."
"May 29, 2020",New York Times,1,1,1,C.D.C. Envisions Isolation in the Workplace: [Business/Financial Desk]
"May 29, 2020",The Washington Post,1,1,1,"For artists hit hard by isolation, a creative jolt"
"May 30, 2020",Los Angeles Times,1,1,1,L.A. AFFAIRS; Stay home? Good call; A PHONE DATE DURING ISOLATION MAKES FOR A REAL CONNECTION
"Jun 2, 2020",New York Times,1,1,1,Protests Draw Shoulder-to-Shoulder Crowds After Months of Virus Isolation [With graphic(s)]
"Jun 7, 2020",New York Times,1,1,1,Sellers of Sex Toys Capitalized on All That Alone Time [With graphic(s)]
"Jun 7, 2020",Los Angeles Times,1,1,1,"BOOK REVIEW; You're probably wrong about Ottessa Moshfegh; Celebrated for her novels, occasionally vilified for a persona she can't control, the author of 'Death in Her Hands' is our prophet of solitude"
"Jun 8, 2020",USA TODAY,1,1,1,Ballerina keeps dream alive even in isolation
"Jun 8, 2020",Chicago Tribune,1,1,1,Isolation must be recognized as a form of elder abuse by Illinois task force
"Jun 11, 2020",New York Times,1,1,1,"After 12-Hour Shifts, Solitude and Sanctuary: [Foreign Desk]"
"Jun 14, 2020",The Washington Post,1,1,1,The pandemic is a lonely time. These poems speak to our sense of solitude.
"Jun 15, 2020",Wall Street Journal (Online),1,1,1,"The Toll That Isolation Takes on Kids During the Coronavirus Era; Playing with peers has important developmental benefits, and doctors worry that children are missing out on them now."
"Jun 17, 2020",Chicago Tribune,1,1,1,Isolation and harmful drinking: Addiction experts worried about all the 'quarantinis' we're having
"Jun 23, 2020",Wall Street Journal (Online),1,1,1,"The Family That Quarantines Together Gets the Parts; 'Isolation Stories,' 'The Miss Quarantine Pageant' and other productions contain coronavirus risks by signing ready-made casts—also known as families."
"Jun 29, 2020",The Washington Post,1,1,1,"For a Va. college, its tiny size, isolation are assets"
"Jun 30, 2020",Star Tribune,1,1,1,Isolation tough for young Pride participants
"Jul 7, 2020",Chicago Tribune,1,1,1,Social isolation during COVID-19 pandemic has hidden health risks -- especially for seniors
"Jul 7, 2020",The Washington Post,1,1,1,Being alone can be sad and scary. But it can also be calm and wonderful.
"Jul 13, 2020",Wall Street Journal (Online),1,1,1,"Interns Seek Solutions to Isolation During the Summer of Coronavirus; Halfway through their internships, young workers are sending signals that more communication makes all the alone time more manageable"
"Jul 16, 2020",New York Times,1,1,1,"Teenage Angst, Revisited in Isolation [With graphic(s)]"
"Jul 16, 2020",The Washington Post,1,1,1,Self-inflicted isolation
"Jul 21, 2020",The Washington Post,1,1,1,Adopting a pet may help reader cope with isolation
"Jul 28, 2020",Wall Street Journal (Online),1,1,1,Lonely Girls: How the Pandemic Has Deepened the Isolation of Adolescents; The coronavirus lockdown has increased the fear of missing out for many girls; social media reveals who's getting together and who's stuck at home
"Aug 2, 2020",Chicago Tribune,1,1,1,"Nature unimproved: Door County state park on Lake Michigan offers easy hikes, natural beauty, solitude"
"Aug 9, 2020",Tampa Bay Times,1,1,1,Losing a grandma in the alone times
"Aug 10, 2020",Wall Street Journal (Online),1,1,1,Coronavirus Turmoil Raises Depression Risks in Young Adults; Social isolation and vanished opportunities caused by Covid-19 bring a mental-health toll for those on the cusp of careers and adulthood
"Aug 14, 2020",Newsday,1,1,1,NASSAU COUNTY: WRITE STUFF: TECHNOLOGY HELPS MAKE PEN PALS OF STUDENTS AND SENIORS LIVING IN ISOLATION
"Aug 15, 2020",Star Tribune,1,1,1,A solitary row
"Aug 16, 2020",Los Angeles Times,1,1,1,CALIFORNIA SOUNDS; CRUSHING TODAY'S STATE OF SOLITUDE
"Aug 18, 2020",The Washington Post,1,1,1,Tweens vs. loneliness: How to fight isolation in the pandemic
"Aug 19, 2020",New York Times,1,1,1,‘I’m Only One Human Being’: Parents Brace for a Go-It-Alone School Year
"Aug 21, 2020",Wall Street Journal (Online),1,1,1,Covid Summer Drew This Tourist off the Beaten Path; Where can you go to be alone without feeling lonely? Try the geographic center of the country.
"Aug 25, 2020",Los Angeles Times,1,1,1,Why colleges can't keep the virus out; Students are in the age group most distressed by pandemic isolation.
"Aug 26, 2020",New York Times,1,1,1,How Isolation Hurts Elders: [Letter]
"Aug 30, 2020",New York Times,1,1,1,Intimacy in Isolation: [Style Desk]
"Aug 31, 2020",New York Times,1,1,1,"Alice Koller, 94, Troubled Author of the Solitary Life: [Correction]"
"Aug 31, 2020",Wall Street Journal (Online),1,1,1,"The College Student's Guide to Back-to-School Quarantine: Pop-Tarts, Cross-Stitch, Prison Morse Code; Some campuses are starting the year with a two-week lockdown to try to contain Covid-19, and that's a lot of alone time; 'I'm trying to fill up space.'"
"Sep 1, 2020",Wall Street Journal (Online),1,1,1,"Here's How College Students Are Spending Their Campus Quarantines; Cross-stitching, coding and trivia are among the hobbies students are enjoying during the two-week period of isolation on campuses"
"Sep 6, 2020",The Washington Post,1,1,1,Blissful solitude by boat
"Sep 14, 2020",Los Angeles Times,1,1,1,TORONTO INTERNATIONAL FILM FESTIVAL; ISOLATION THEMES FIND THE RIGHT ERA; Director Chloe Zhao's film 'Nomadland' and Francis Lee's 'Ammonite' are zeroed in on a pandemic zeitgeist vibe
"Sep 14, 2020",Chicago Tribune,1,1,1,Has forced isolation killed your social skills?
"Sep 14, 2020",USA TODAY,1,1,1,Eating disorder calls surge nearly 80% in isolation
"Sep 15, 2020",Newsday,1,1,1,"Loves boyfriend, but also loves solitude"
"Sep 16, 2020",USA TODAY,1,1,1,ASMR videos helping people cope with isolation
"Sep 18, 2020",Newsday,1,1,1,Center delivers holiday meals for solitary seniors
"Sep 20, 2020",New York Times,1,1,1,Voting in a Time of Isolation and Division: [Style Desk]
"Sep 23, 2020",New York Times,1,1,1,Feels Like 100 Films In Solitude: [The Arts/Cultural Desk]
"Sep 26, 2020",New York Times,1,1,1,"2,000 Miles, 650 Trails, No One in Sight: The Solitude of Hiking in a Time of Virus"
"Sep 29, 2020",Chicago Tribune,1,1,1,"Dreams of being alone, but all together, at a bar"
"Oct 1, 2020",Wall Street Journal (Online),1,1,1,U.S. Army Saw Rise in Suicides as Covid-19 Pandemic Locked Down Nation; Military leaders say stress of isolation from co-workers and family contributed to increase in deaths
"Oct 4, 2020",Wall Street Journal (Online),1,1,1,"Pandemic, New Platforms Prompt Surge in New Therapists; Increased demand for mental health help, advances in telemedicine and the desire for more fulfilling work are driving industry growth; 'It's a direct result of this time of isolation'"
"Oct 5, 2020",Tampa Bay Times,1,1,1,"The isolation of Rita Thomas: “I don’t want to live this way anymore,” the 95-year-old told her daughter"
"Oct 10, 2020",Los Angeles Times,1,1,1,"L.A. AFFAIRS; Spacing issues; MOVING IN TOGETHER MADE SENSE. THEN THE PANDEMIC HIT, AND WE CAME TO REALIZE WE NEED TIME TO BE ALONE"
"Oct 19, 2020",Wall Street Journal (Online),1,1,1,"The Dream Is Real: You're Finally Home Alone Again; As family members head out of the house more for work or school, people who have gone months without quiet time are savoring some while they can"
"Oct 24, 2020",New York Times,1,1,1,Pandemic-Forced Isolation Opens New Artistic Pathways
"Oct 25, 2020",New York Times,1,1,1,"From Isolation, New Pathways: [SpecialSections]"
"Oct 27, 2020",The Washington Post,1,1,1,Isolation's tragic toll on vets
"Oct 31, 2020",New York Times,1,1,1,A New 'Slow Killer' Overruns U.S. Nursing Homes: Isolation: [Foreign Desk]
"Nov 1, 2020",Tampa Bay Times,1,1,1,"Distanceyearning: Florida seniors endure forced isolation of the past seven months, gain wisdom they’ll take with them through the rest of the pandemic"
"Nov 3, 2020",Chicago Tribune,1,1,1,"Police pin rise in murders on virus: Poverty, isolation are blamed for killings across US"
"Nov 3, 2020",The Washington Post,1,1,1,Claire Messud has an antidote to polarization and isolation
"Nov 8, 2020",The Washington Post,1,1,1,Agnes Martin's paintings offer quiet solitude in our noisy isolation
"Nov 10, 2020",New York Times,1,1,1,Heart: A Danger From Social Isolation: [Science Desk]
"Nov 12, 2020",New York Times,1,1,1,Teens in COVID Isolation: ‘I Felt Like I Was Suffocating’
"Nov 23, 2020",Chicago Tribune,1,1,1,'We have to think of new ways to connect': Shining a glimmer of light on nursing home residents facing isolation during the coronavirus pandemic
"Nov 27, 2020",New York Times,1,1,1,What We Can Learn From Solitude
"Nov 28, 2020",Los Angeles Times,1,1,1,"Low-income seniors feeling the pandemic; Many spend days alone in rooms, with food delivery their only human contact."
"Dec 2, 2020",USA TODAY,1,1,1,Romance scams play off isolation
"Dec 4, 2020",The Washington Post,1,1,1,"Joy, isolation and then death"
"Dec 5, 2020",Tampa Bay Times,1,1,1,Pandemic pushes caregivers to limits: Tampa Bay area agencies say people who care for loved ones with ailments have been struggling with burnout and isolation since the coronavirus hit Florida. It has caused a growing need for support so they can find time to relax or get away
"Dec 6, 2020",Chicago Tribune,1,1,1,Seniors form COVID pods to ward off isolation: Expert opinions differ on whether it's safe or not
"Dec 7, 2020",Newsday,1,1,1,ISOLATION IN NURSING HOMES IS 'HEARTBREAKING': FAMILIES SAY IN-PERSON VISITS UNDER HEALTH GUIDELINES SHOULD BE ALLOWED
"Dec 9, 2020",New York Times,1,1,1,The Solitude of Stardom Yields Source Material: [Review]
"Dec 16, 2020",Wall Street Journal (Online),1,1,1,"Alone for Covid Holidays? Family Recipes, Flexibility and Online Connections Can Help; How people across the U.S. are dealing with a more solitary holiday season"
"Dec 16, 2020",Los Angeles Times,1,1,1,"CORONAVIRUS IN CALIFORNIA; Chaplains are lifeline for inmates amid virus; Jail, prison clergy strive to stay connected with those in lockups facing greater isolation"
"Dec 18, 2020",Wall Street Journal (Online),1,1,1,"'Intimations' Review: Scenes from a Global Humbling; From solitary suffering to madness in company, Zadie Smith traces the pandemic's marks on the human heart."
"Dec 22, 2020",New York Times,1,1,1,Safety: Falls Linked to Social Isolation: [Science Desk]
"Dec 26, 2020",Star Tribune,1,1,1,Easing senior isolation is often a click or a call away: Nonprofits strive to keep older adults active amid pandemic
"Dec 27, 2020",Los Angeles Times,1,1,1,"Pregnancy loss, virus diagnosis bring isolation; Coping with COVID, woman's quarantine adds emotional weight to physical recovery."
"Dec 30, 2020",Chicago Tribune,1,1,1,Reflecting on a pants-less year of isolation and hand-washing
"Dec 30, 2020",The Washington Post,1,1,1,Isolation and inundation
"Jan 3, 2021",New York Times,1,1,1,Full Isolation: [Op-Ed]
"Jan 3, 2021",The Washington Post,1,1,1,"To cope with the isolation of the pandemic, she embraced the natural world. She wasn't alone."
"Jan 9, 2021",Star Tribune,1,1,1,Shrouded in solitude
