StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,dogcat,Q227_First Click,Q227_Last Click,Q227_Page Submit,Q227_Click Count,AccuracyDT1,ShareDT1,Q228_First Click,Q228_Last Click,Q228_Page Submit,Q228_Click Count,AccuracyDT2,ShareDT2,Q229_First Click,Q229_Last Click,Q229_Page Submit,Q229_Click Count,AccuracyDT3,ShareDT2,Q231_First Click,Q231_Last Click,Q231_Page Submit,Q231_Click Count,AccuracyDT4,ShareDT4,Q230_First Click,Q230_Last Click,Q230_Page Submit,Q230_Click Count,AccuracyRT1,ShareRT1,Q233_First Click,Q233_Last Click,Q233_Page Submit,Q233_Click Count,AccuracyRT2,ShareRT2,Q234_First Click,Q234_Last Click,Q234_Page Submit,Q234_Click Count,AccuracyRT3,ShareRT3,Q235_First Click,Q235_Last Click,Q235_Page Submit,Q235_Click Count,AccuracyRT4,ShareRT4,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,AccuracyDF1,ShareDF1,Q237_First Click,Q237_Last Click,Q237_Page Submit,Q237_Click Count,AccuracyDF2,ShareDF2,Q238_First Click,Q238_Last Click,Q238_Page Submit,Q238_Click Count,AccuracyDF3,ShareDF3,Q239_First Click,Q239_Last Click,Q239_Page Submit,Q239_Click Count,AccuracyDF4,ShareDF4,Q240_First Click,Q240_Last Click,Q240_Page Submit,Q240_Click Count,AccuracyRF1,ShareRF1,Q242_First Click,Q242_Last Click,Q242_Page Submit,Q242_Click Count,AccuracyRF2,ShareRF2,Q244_First Click,Q244_Last Click,Q244_Page Submit,Q244_Click Count,AccuracyRF3,ShareRF3,Q245_First Click,Q245_Last Click,Q245_Page Submit,Q245_Click Count,AccuracyRF4,ShareRF4,CRTTime_First Click,CRTTime_Last Click,CRTTime_Page Submit,CRTTime_Click Count,CR1,CR2,CR3,FeelingThermometerT_First Click,FeelingThermometerT_Last Click,FeelingThermometerT_Page Submit,FeelingThermometerT_Click Count,FeelingDem_1,FeelingRepub_1,PKTime_First Click,PKTime_Last Click,PKTime_Page Submit,PKTime_Click Count,PK1(3),PK2(2),PK3(1),PK4(2),PK5(1),Q114,Age,Gender,Gender_6_TEXT,Education,Income,Ethnicity,Ethnicity_6_TEXT,Part,Part_4_TEXT,DemRep_C,POTUS2016,Facebook,Twitter,SM_Freq,SocialMedia_Chk,KnowlingShareFalse,Random,Google,Comments,random,confirmCode
12/1/20 12:56,12/1/20 13:06,0,100,585,1,12/1/20 13:06,cat,8.836,9.885,10.822,2,1,1,18.874,19.77,20.829,2,1,1,15.028,16.156,17.341,2,1,1,12.257,13.994,14.918,2,5,1,19.123,20.603,21.622,2,1,1,5.474,6.874,8.006,2,3,1,6.25,7.842,10.746,2,6,6,11.499,12.771,13.638,2,3,1,6.135,6.934,8.378,2,1,1,13.14,16.147,17.463,2,1,1,9.719,10.422,11.97,2,1,1,14.177,15.489,17.146,2,1,1,24.722,26.922,28.885,2,4,1,3.975,5.439,6.576,2,6,1,8.88,11.2,12.475,2,4,2,6.514,15.985,18.435,3,1,1,3.102,82.495,83.17,5,8,10,39,4.908,10.306,11.188,3,60,95,5.14,29.123,31.789,5,3,2,1,2,1,"3,5",49,2,,3,3,1,,2,,5,2,1,2,5,1,"no. If I am even hesitant that the article MAY not be true, I will not share it. Honesty is the best policy!",2,2,Interesting choices of articles!,1,6
12/1/20 13:00,12/1/20 13:06,0,100,406,1,12/1/20 13:06,cat,6.87,12.364,13.578,4,2,1,9.831,11.824,13.548,3,5,1,8.851,14.356,15.424,5,5,1,5.907,8,9.331,3,5,1,5.048,7.083,8.634,3,5,2,4.201,9.902,11.09,4,4,1,3.193,6.864,8.341,4,5,1,5.608,7.833,9.126,3,5,1,7.934,14.121,15.351,5,1,2,8.187,10.373,11.501,3,2,1,6.035,8.216,9.46,3,1,1,3.489,5.853,7.95,3,1,2,5.301,8.022,9.444,3,1,1,4.12,6.525,7.678,3,1,1,4.095,12.459,13.531,5,2,1,6.35,10.983,12.931,4,2,1,3.201,23.447,25.637,5,4,50,39,3.665,6.91,8.002,3,25,36,3.431,24.672,25.841,11,3,2,1,2,1,"3,5",44,1,,6,11,1,,2,,5,3,1,1,5,2,No,2,2,,1,86
12/1/20 12:49,12/1/20 13:07,0,100,1094,1,12/1/20 13:07,cat,38.525,39.687,40.51,2,5,5,4.598,5.39,7.01,2,5,4,2.123,3.338,4.238,2,4,5,30.189,31.709,33.313,3,5,4,35.638,37.117,39.64,2,5,4,19.793,20.772,22.352,2,5,4,28.574,31.149,32.606,3,3,3,5.982,7.887,9.031,3,4,4,33.885,35.685,36.545,3,5,5,13.979,15.195,16.251,2,4,4,2.465,3.481,4.577,2,3,3,2.756,4.902,5.735,3,4,4,118.301,119.708,120.143,2,4,5,20.78,22.484,23.476,2,4,4,5.302,7.128,8.37,2,3,4,29.246,30.501,31.739,2,5,4,2.691,65.778,72.178,3,8,50,20,31.788,35.795,36.669,2,61,80,23.524,90.418,91.28,8,3,3,1,2,1,"3,5",39,1,,6,12,1,,2,,5,2,1,1,5,1,Nothing,2,2,It was a nice survey,1,66
12/1/20 12:58,12/1/20 13:07,0,100,579,1,12/1/20 13:07,cat,4.186,6.354,7.36,3,1,1,15.76,17.352,18.102,3,6,1,6.103,8.268,9.226,3,1,1,14.503,16.111,17.069,3,6,1,6.594,8.546,9.392,3,1,1,7.971,9.251,10.144,3,1,1,6.675,8.778,10,3,6,1,9.903,11.855,13.133,3,1,1,11.479,13.55,14.485,3,1,1,14.58,16.46,17.404,3,6,1,6.394,8.61,10.209,3,1,1,6.459,8.955,9.769,3,1,1,12.302,25.95,26.892,3,1,1,16.825,22.105,25.123,3,4,1,7.383,9.606,10.548,3,6,1,16.383,17.775,18.661,3,1,1,20.954,29.442,32.456,3,12,1,4,8.202,11.921,13.766,2,35,95,5.98,26.596,27.602,7,3,2,2,2,2,"3,5",56,2,,4,3,1,,2,,6,2,2,2,1,3,no,2,2,,0,79
12/1/20 12:47,12/1/20 13:08,0,100,1252,1,12/1/20 13:08,cat,16.375,18.997,20.459,2,1,1,23.487,27.801,28.831,2,2,2,30.252,32.217,33.669,2,1,1,24.401,26.838,29.363,3,3,3,14.699,17.34,18.427,2,2,1,20.341,24.71,26.05,2,4,3,20.004,33.969,35.85,3,5,3,16.656,21.225,22.617,2,1,1,19.361,22.076,23.021,2,5,2,20.856,21.798,23.815,2,1,2,23.994,32.748,34.507,2,1,1,12.093,13.107,16.932,2,1,1,34.282,79.91,81.303,3,1,1,17.532,19.385,20.745,2,1,2,17.078,18.9,20.274,2,5,3,14.8,16.264,17.495,2,5,2,20.16,57.735,61.068,3,4,10,39,4.26,7.239,8.374,2,8,82,7.702,86.485,89.147,7,3,2,1,2,1,"3,5",59,1,,5,9,1,,3,,4,2,1,1,4,2,no ,2,2,,0,12
12/1/20 12:54,12/1/20 13:08,0,100,849,1,12/1/20 13:08,cat,13.472,14.593,15.77,2,2,1,14.398,15.983,18.345,2,2,1,21.569,23.786,33.571,3,3,1,10.734,13.359,15.367,2,2,1,10.376,19.421,26.895,4,1,1,12.787,14.971,17.642,2,3,1,14.661,17.708,19.031,2,5,1,11.973,13.532,14.401,2,1,1,14.478,18.366,60.124,2,3,1,20.398,28.985,30.325,2,4,1,14.9,20.309,21.283,2,3,1,7.432,8.89,10.458,2,2,1,15.783,17.551,19.453,2,1,1,8.865,9.506,11.239,2,2,1,9.957,11.774,12.985,2,2,1,9.27,10.477,13.029,2,1,1,7.228,133.149,141.257,18,4,10,39,5.693,14.372,15.8,4,30,29,4.296,40.377,55.116,12,3,2,1,2,1,"3,5",19,2,,3,9,4,,3,,3,1,2,2,2,2,No; I have said that an article was inaccurate but I have not said that I would share the article on social media.,2,2,,0,35
12/1/20 12:56,12/1/20 13:08,0,100,746,1,12/1/20 13:08,cat,11.244,16.793,17.988,5,2,1,10.248,13.753,14.983,3,4,1,5.683,9.323,10.656,3,6,1,6.223,10.956,11.954,3,4,1,10.755,15.298,16.477,3,4,3,4.223,7.245,8.394,3,5,1,6.742,11.56,12.414,3,4,3,15.935,18.123,19.801,3,2,1,7.723,12.6,13.765,4,4,1,8.271,12.748,15.82,4,2,1,7.602,9.238,10.595,3,1,1,5.598,9.101,11.386,3,2,1,8.571,10.484,12.444,3,5,1,6.643,10.558,12.651,4,4,2,15.087,20.597,21.77,3,2,1,4.955,9.773,11.748,3,6,4,82.548,118.332,134.386,5,8,50,39,5.074,8.412,9.839,2,43,60,8.464,38.965,40.071,9,3,2,1,2,2,"3,5",50,2,,5,9,1,,2,,5,2,1,1,4,1,No,2,2,No issues encountered. Thank you for the opportunity to participate and contribute. Good luck with your research.,0,75
12/1/20 12:52,12/1/20 13:09,0,100,989,1,12/1/20 13:09,cat,35.125,44.125,44.791,5,1,1,4.445,5.093,6.108,3,1,1,5.363,10.451,10.992,5,2,1,8.836,10.124,11.976,3,2,1,8.001,8.515,9.474,2,2,1,6.579,7.107,8.13,2,3,1,3.992,4.823,6.107,2,6,6,8.286,8.694,9.612,2,2,1,3.562,4.018,4.931,2,1,1,4.835,5.571,6.373,2,1,1,3.544,4.648,5.573,2,1,1,2.676,4.156,6.514,2,1,1,5.57,6.441,7.325,2,1,1,5.897,6.465,7.27,2,2,1,6.144,6.144,8.111,1,1,1,4.188,5.356,5.772,3,1,1,1.998,48.815,54.445,7,8,5,n/a,3.491,4.756,5.299,2,0,100,12.947,28.658,29.392,5,3,3,1,2,1,"3,5",24,2,,1,3,2,,2,,6,2,1,1,2,2,,2,2,no,0,33
12/1/20 13:03,12/1/20 13:10,0,100,417,1,12/1/20 13:10,cat,6.009,7.112,7.98,2,2,2,10.02,12.651,13.698,3,4,3,5.336,7.703,8.435,2,4,3,6.034,7.85,8.927,2,4,4,8.965,10.757,11.528,2,3,4,7.086,8.398,9.149,2,4,4,9.162,11.849,12.619,2,5,4,6.691,7.658,9.021,2,2,2,5.997,8.381,8.91,2,2,4,8.56,13.919,14.681,2,2,3,11.041,12.233,13.027,2,2,1,4.469,7.58,8.334,2,1,1,12.161,13.392,14.838,2,1,1,7.452,9.211,9.7,2,3,4,3.647,7.127,7.761,3,3,3,5.488,7.089,7.757,2,5,5,1.876,17.501,23.448,3,8,50,20,4.12,7.213,8.062,2,5,75,3.502,23.55,24.656,5,3,2,2,2,1,"3,5",31,2,,3,1,1,,3,,4,5,2,2,2,2,"I did. Just to see what others thought about it. To get people talking, I guess.",2,2,,0,31
12/1/20 12:58,12/1/20 13:11,0,100,819,1,12/1/20 13:11,cat,80.919,81.918,84.21,2,1,1,34.091,34.902,37.447,2,3,3,10.476,12.947,14.453,2,1,1,15.973,16.782,18.478,2,2,2,15.997,17.444,25.192,2,2,2,8.586,9.664,11.901,2,4,3,10.485,11.97,13.586,2,4,2,14.946,19.268,20.962,2,2,1,7.067,8.004,9.501,2,1,1,7.21,8.165,11.98,2,1,1,9.684,10.598,12.571,2,1,1,68.568,69.766,73.56,2,1,1,9.586,10.391,12.96,2,1,1,25.845,29.539,31.301,3,2,2,12.202,15.316,16.777,2,3,2,51.714,53.302,54.649,2,3,3,20.733,89.386,96.189,3,8,50,60,3.727,6.581,7.768,2,23,79,4.933,30.738,32.689,5,3,2,1,2,1,"3,5",41,1,,6,11,1,,2,,5,2,1,1,4,2,No I'm not willing to share political articles on social media at all,2,2,,0,72
12/1/20 12:53,12/1/20 13:15,0,100,1316,1,12/1/20 13:15,cat,7.958,8.603,9.472,2,5,3,2.472,5.92,6.384,3,4,3,4.718,8.581,16.581,5,4,3,0.977,0.977,2.368,1,3,3,6.685,7.415,8.707,2,4,5,1.321,4.308,4.645,5,6,6,52.382,53.2,54.399,3,3,3,48.124,50.212,50.972,3,6,6,4.319,4.848,6.176,2,6,5,3.428,5.794,6.648,4,4,4,11.027,13.08,14.061,3,5,4,16.024,16.594,18.064,2,4,3,45.131,47.021,48.295,3,3,3,12.647,14.062,15.924,2,4,4,5.178,6.028,6.58,2,6,6,10.25,10.795,11.686,2,3,3,2.174,345.434,439.512,26,8,10,39,8.342,11.689,12.529,2,90,59,4.502,263.658,265.16,14,3,2,1,1,1,1,34,2,,6,10,1,,1,,2,1,1,1,5,1,,1,1,,1,76
12/1/20 12:57,12/1/20 13:16,0,100,1109,1,12/1/20 13:16,Cat,459.361,465.432,465.998,6,1,1,11.248,13.369,13.992,5,2,1,18.507,21.582,22.249,4,4,1,11.989,14.871,18.765,4,1,1,10.531,13.569,14.165,5,3,5,7.369,11.042,11.678,3,4,3,7.776,9.04,9.495,3,6,6,15.446,18.991,20.065,4,3,4,6.214,9.182,9.923,4,1,1,18.19,20.9,21.554,3,2,4,7.115,11.344,11.927,4,1,1,3.915,5.835,6.375,4,1,1,6.491,18.231,19.033,5,1,1,4.944,8.766,9.236,3,6,1,3.839,6.689,7.531,3,4,1,6.38,10.823,11.543,3,4,6,7.413,43.022,45.526,11,8,50,20,3.982,52.565,53.63,2,70,83,7.935,65.202,65.701,9,3,2,1,2,1,"3,5",34,2,,4,5,1,,2,,6,2,1,1,5,1,I don't remember if I did or not but if it was so.ething I'd share it must have been believable. ,2,2,,1,45
12/1/20 12:55,12/1/20 13:16,0,100,1290,1,12/1/20 13:16,Cat,11.96,16.21,17.334,5,4,1,18.497,23.616,25.758,5,4,1,11.541,22.946,23.615,7,3,1,40.501,47.515,48.336,6,4,1,18.019,24.187,24.889,6,3,1,7.371,12.755,13.801,6,5,1,10.594,23.946,24.868,7,5,1,25.712,31.092,31.761,5,5,1,8.987,13.759,14.624,5,1,1,141.753,163.324,164.801,6,4,1,7.507,15.076,16.038,6,1,1,8.438,25.124,25.976,7,2,1,13.274,31.628,36.558,8,1,1,7.08,13.863,14.921,6,4,1,5.827,44.75,45.801,15,1,1,9.164,20.317,21,6,5,1,1.523,416.271,420.511,8,4,10,39,8.552,13.831,14.831,4,17,66,30.493,62.017,62.968,10,3,2,1,2,1,"3,5",55,2,,6,11,1,,2,,5,2,1,1,5,2,No,2,2,,0,5
12/1/20 12:54,12/1/20 13:17,0,100,1348,1,12/1/20 13:17,Cat,8.206,11.061,12.089,4,1,1,22.018,25.237,25.966,4,3,1,16.139,19.066,19.769,4,4,1,11.335,15.37,16.072,5,4,1,11.967,14.767,15.662,3,2,1,12.769,15.122,15.829,4,4,1,5.162,11.729,12.621,4,5,1,8.704,12.631,13.369,5,1,1,8.355,10.518,11.233,4,1,1,19.923,24.483,25.529,4,1,1,11.507,17.162,17.879,5,1,1,6.092,9.427,10.634,5,1,1,17.441,21.298,21.894,5,1,1,9.828,12.055,12.789,4,4,1,7.482,9.609,10.482,4,2,1,23.603,32.719,34.24,5,4,4,7.118,399.126,399.701,19,4,50,39,3.203,9.502,13.334,2,0,41,8.308,83.317,102.238,10,3,2,1,2,1,"3,5",34,2,,5,9,1,,2,,6,2,1,2,2,2,no,2,2,I'm going to search for some of the headlines I remember!,1,81
12/1/20 13:00,12/1/20 13:18,0,100,1070,1,12/1/20 13:18,Cat,34.795,37.458,38.228,4,1,1,13.002,15.653,16.486,4,1,1,19.794,23.64,24.411,4,1,1,20.678,41.082,41.819,6,1,1,9.1,20.7,22.757,8,6,5,35.601,42.772,43.483,6,6,5,8.24,11.629,12.429,4,6,5,25.465,30.204,30.8,5,6,6,5.501,9.452,10.283,4,1,1,8.702,12.288,13.055,5,1,1,13.488,17.249,17.801,6,1,1,35.301,40.743,41.358,5,1,1,26.23,46.901,47.784,5,6,5,11.002,14.524,15.138,5,6,5,20.295,23.922,24.455,5,6,6,28.802,39.842,60.129,11,5,5,1.721,112.22,120.046,25,8,50,20,7.601,11.373,12.461,2,12,97,15.101,63.523,64.272,13,3,2,1,2,1,"3,5",51,2,,3,2,1,,2,,6,2,1,2,5,1,Because it seems to me people are bring brainwashed by the media to portray republicans are evil people and democrats are perfect. The media is extremely biased. Almost to the point of racism against republicans and their beliefs,2,2,,1,99
12/1/20 12:57,12/1/20 13:21,0,100,1409,1,12/1/20 13:21,cat,1.347,11.487,13.778,5,5,1,2.388,23.713,25.353,4,6,1,1.624,17.425,18.631,4,1,1,40.959,66.689,73.353,5,1,1,1.849,15.759,17.555,4,4,1,1.772,14.408,16.234,3,1,1,1.858,11.01,13.035,3,5,1,1.888,34.476,36.339,5,3,1,6.414,14.801,16.495,5,6,1,5.106,19.28,20.844,4,6,1,5.915,17.289,19.845,6,1,1,1.732,17.38,18.944,7,4,1,2.287,13.453,15.444,5,1,1,4.417,18.443,20.909,6,1,1,1.5,8.826,11.166,4,1,1,13.31,21.495,23.007,4,4,1,19.218,244.333,257.218,9,8,10,28,15.062,24.41,26.28,3,75,60,13.893,118.973,121.775,11,3,2,2,2,1,"3,5",42,1,,5,11,6,Hispanic,3,,3,1,1,1,5,2,I believe most of the articles were inaccurate. I never ports political articles on social media because there is no need to stir the pot.,2,2,"Thanks, I enjoyed your study. Happy Holidays. ",1,77
12/1/20 13:16,12/1/20 13:27,0,100,706,1,12/1/20 13:27,cat,4.896,5.831,6.974,2,1,1,6.278,7.106,8.502,2,1,1,6.968,8.996,10.071,3,1,1,7.507,8.827,9.8,3,1,1,6.982,8.028,8.9,2,4,2,9.168,10.455,11.553,2,5,1,8.806,10.628,11.68,3,4,2,7.22,8.265,9.501,2,1,1,17.287,18.378,19.421,2,2,1,6.787,7.986,9.059,2,1,1,4.406,5.645,6.794,2,1,1,18.983,19.904,22.203,2,1,1,9.473,11.141,12.359,2,4,1,5.066,7.467,8.651,2,5,2,4.598,5.977,7.023,2,2,1,3.461,5.837,6.801,3,5,4,2.369,6.125,11.154,3,8,10,20,2.476,3.818,4.748,2,12,73,15.769,30.78,32.603,5,1,2,1,2,1,"3,5",56,2,,2,3,1,,2,,5,2,1,1,5,1,no I don't think so,2,2,,1,49
12/1/20 13:04,12/1/20 13:32,0,100,1666,1,12/1/20 13:32,cat,2.315,5.904,7.285,6,3,3,9.782,16.384,18.033,7,5,5,3.447,8.239,9.445,5,6,2,1.845,12.53,13.392,8,5,6,8.372,12.045,12.961,7,4,4,2.176,5.115,5.929,5,1,1,9.169,29.757,31.949,8,4,1,4.5,8.568,9.371,6,1,1,16.791,36.247,37.016,12,1,1,13.149,15.338,16.058,4,2,6,12.262,14.772,15.841,5,1,1,2.93,9.358,11.766,8,6,6,9.893,14.519,15.538,5,1,1,21.739,25.551,26.565,6,1,1,4.954,9.651,10.954,7,2,3,3.559,27.457,28.486,12,2,1,5.2,42.92,48.019,7,8,50,20,5.132,10.09,12.534,5,84,57,4.752,37.066,38.855,16,3,2,2,2,2,"3,5",32,2,,6,8,1,,2,,3,1,1,1,5,1,,2,2,,0,84
12/1/20 13:06,12/1/20 13:35,0,100,1702,1,12/1/20 13:35,cat,109.556,110.734,111.954,2,5,5,42.917,43.555,44.482,2,5,4,3.683,4.274,29.987,2,4,5,24.152,24.911,26.081,2,4,5,36.741,37.261,38.689,2,5,4,43.03,43.509,44.61,2,5,4,10.567,12.811,13.607,3,5,5,1.087,1.087,1.959,1,4,5,3.964,5.983,6.929,3,3,3,1.986,2.654,3.785,2,5,5,1.332,1.785,3.128,2,4,4,2.331,4.419,5.268,4,5,5,44.482,45.021,46.31,2,5,4,2.606,3.231,4.77,2,5,4,1.762,3.135,4.133,2,5,5,1.536,2.253,3.18,2,5,5,10.857,330.221,342.326,4,4,10,39,9.692,14.39,15.236,3,90,80,80.859,438.271,440.354,7,3,2,1,1,1,"3,5",44,1,,6,11,1,,3,,1,1,1,1,5,1,,1,1,,1,89
11/30/20 16:01,11/30/20 16:05,0,100,236,1,11/30/20 16:05,cat,1.011,3.158,3.673,4,5,4,1.692,2.717,3.607,3,5,4,0.972,1.379,2.394,2,5,4,1.141,2.753,31.955,2,5,4,0.16,1.61,2.844,3,5,4,1.216,1.656,2.873,2,5,4,1.029,1.453,2.543,2,5,4,1.103,2.082,3.292,3,5,4,1.241,1.717,2.559,2,5,4,1.152,1.642,2.697,2,5,4,0.939,1.354,2.181,2,5,4,1.286,2.395,3.203,3,5,4,0.712,1.111,2.049,2,5,4,1.048,2.218,2.602,3,5,4,1.264,2.371,3.077,2,5,4,1.711,2.136,3.251,2,5,4,1.192,4.039,5.224,3,21,21,12,1.336,2.423,3.158,2,77,26,1.181,5.565,7.279,6,1,1,2,2,1,"3,5",11,1,,1,1,1,,1,,5,2,2,2,4,2,11,2,2,,1,80
12/1/20 11:00,12/1/20 11:07,0,100,419,1,12/1/20 11:07,cat,3.723,10.664,11.376,2,1,1,7.006,9.095,9.986,3,5,2,7.051,9.743,10.273,3,6,4,5.764,8.297,8.866,3,5,4,5.271,5.933,7.688,2,1,1,6.445,7.992,8.643,2,3,1,7.253,8.158,9.248,2,4,1,7.164,7.808,9.9,3,1,1,6.3,7.547,8.297,2,3,1,23.674,25.343,26.153,2,3,1,4.564,5.391,6.163,3,1,1,3.609,4.012,4.762,2,1,1,3.859,4.443,5.434,2,1,1,3.44,4.064,4.694,2,1,1,4.894,5.799,6.489,2,1,1,3.717,4.2,5.775,2,1,1,6.088,49.207,73.856,8,8,10,39,3.096,4.484,8.307,2,78,0,6.721,27.925,28.273,7,3,2,1,2,1,"3,5",25,1,,3,3,1,,1,,2,1,2,1,2,3,No,2,2,,0,51
12/1/20 11:07,12/1/20 11:17,0,100,590,1,12/1/20 11:17,cat,12.889,19.192,21.542,2,2,1,35.131,41.866,42.433,2,5,3,11.407,12.575,13.384,2,4,1,7.875,13.043,13.66,3,6,4,18.686,22.24,22.976,2,3,3,15.23,16.51,17.151,2,2,1,5.846,13.054,14.24,2,6,1,17.081,18.857,20.042,2,4,1,6.59,7.349,8.502,3,1,1,17.004,18.571,20.844,2,4,1,12.656,19.977,20.754,2,1,1,6.631,7.239,8.268,2,1,1,16.369,17.384,18.538,3,1,1,4.607,5.423,6.758,2,1,1,6.468,7.445,8.34,2,1,1,7.439,8.528,9.25,2,1,1,7.662,37.055,52.31,3,8,10,20,16.508,20.348,21.154,3,92,1,5.263,25.927,26.612,6,3,2,1,2,1,"3,5",28,1,,7,7,"1,6",Latino,1,,1,1,1,1,5,1,"No, I would not share anything that I thought had disinformation or a misleading title.",2,2,,0,39
12/1/20 11:21,12/1/20 11:27,0,100,378,1,12/1/20 11:27,Cat,5.143,7.228,7.811,3,4,2,6.55,9.376,9.832,4,4,2,3.661,6.214,6.717,4,5,4,6.965,8.9,9.475,3,4,2,5.863,8.217,9.358,5,4,2,5.929,8.278,8.867,3,4,1,5.294,8.68,9.201,5,6,4,10.205,25.956,27.096,6,3,1,3.77,7.812,9.058,4,2,1,4.706,7.134,7.789,4,3,1,3.335,7.189,7.893,7,1,1,3.82,6.827,8.166,3,1,1,6.259,7.825,8.422,3,1,1,5.45,14.014,14.499,7,3,1,3.773,5.142,6.534,3,1,1,5.267,14.773,15.408,5,4,1,4.435,33.785,34.21,10,8,50,39,2.106,4.448,5.053,3,72,20,4.024,24.718,26.189,10,3,2,2,2,2,"3,5",34,2,,4,4,1,,1,,1,1,1,1,4,2,No,2,2,,0,40
12/1/20 11:29,12/1/20 11:37,0,100,504,1,12/1/20 11:37,cat,4.466,8.76,9.778,2,6,4,4.299,6.277,7.967,2,6,4,5.217,7.637,8.623,2,5,4,21.323,23.747,24.81,2,5,4,16.44,22.221,23.429,2,4,2,10.343,12.763,14.2,2,2,2,12.991,14.491,15.901,2,6,1,6.511,11.843,13.006,2,5,4,7.34,8.637,9.808,2,4,1,6.875,7.958,9.658,2,6,1,12.057,14.383,16.082,2,1,1,12.137,16.02,17.255,2,4,4,5.474,6.814,9.272,2,1,1,8.719,10.141,11.419,2,1,1,15.599,16.846,18.878,2,2,1,6.631,8.373,9.489,2,1,1,7.459,29.393,33.12,3,8,50,20,5.36,7,9.829,2,79,20,20.771,67.744,69.352,5,3,3,2,2,1,6,41,2,,2,6,1,,1,,3,1,1,2,5,1,"yes,because I believe Donald Trump says and does stupid things and people need to be aware of it.",2,1,,1,36
12/1/20 11:34,12/1/20 11:43,0,100,490,1,12/1/20 11:43,Cat,3.434,5.173,5.86,5,1,1,8.819,15.201,15.831,5,2,1,4.202,8.101,9.266,6,4,5,6.043,11.071,11.523,7,1,1,8.955,19.198,20.018,6,3,5,3.855,6.569,6.983,7,1,1,10.296,21.881,22.788,6,6,1,11.563,15.983,16.387,7,4,1,4.968,10.704,11.439,5,2,2,5.487,9.552,10.267,6,1,1,5.104,14.211,14.869,8,1,1,4.169,8.701,9.409,7,6,4,4.678,7.411,8.186,4,1,1,4.371,9.692,10.125,7,1,1,3.402,5.811,6.38,5,1,1,6.055,8.434,8.772,7,1,1,3.846,58.402,64.015,7,8,50 seconds,20 days,7.001,12.383,12.787,4,100,17,10.487,38.604,39.602,10,3,2,2,2,2,"3,5",26,2,,3,1,1,,1,,3,1,1,1,5,1,I did not,2,2,,0,100
12/1/20 11:35,12/1/20 11:43,0,100,478,1,12/1/20 11:43,Cat,4.238,8.305,9.101,5,1,1,5.064,7.811,8.748,4,6,1,7.408,19.94,20.8,8,4,1,7.089,13.655,14.651,5,3,1,6.622,10.952,11.848,6,3,1,4.543,8.493,9.279,5,1,1,5.411,9.16,10.143,5,6,1,6.662,17.174,18.232,5,2,1,5.363,10.246,11.001,7,5,1,5.875,9.072,10.648,5,6,1,7.254,10.352,11.984,4,1,1,3.918,9.882,10.701,6,5,1,6.93,9.392,10.284,4,1,1,4.567,8.219,9.163,7,1,1,6.815,10.764,11.672,5,2,1,4.052,8.316,9.225,5,5,1,5.618,49.342,50.39,12,8,50,20,4.601,9.485,11.647,4,76,21,4.774,34.156,35.064,11,3,2,2,2,2,"3,5",42,2,,3,1,1,,1,,2,1,1,1,2,2,No,2,2,,0,81
12/1/20 11:31,12/1/20 11:43,0,100,753,1,12/1/20 11:43,cat,57.373,60.074,61.318,2,3,1,3.735,5.42,6.278,2,6,1,6.03,8.353,8.976,3,4,1,11.302,17.541,18.693,3,6,2,5.431,6.476,7.517,2,4,3,21.623,43.797,44.879,5,5,1,5.737,6.62,8.063,2,4,2,10.272,11.195,12.522,2,5,2,6.953,7.831,9.523,2,1,1,4.622,5.24,6.748,2,1,1,4.715,7.166,8.055,3,1,1,3.525,4.151,5.686,2,1,1,9.264,10.13,11.578,2,1,1,68.749,69.502,71.049,2,1,1,12.27,12.968,14.55,2,1,1,4.288,4.865,5.963,2,1,1,2.385,20.801,28.418,3,8,50,20,4.034,5.586,6.491,2,82,17,5.939,25.124,155.186,5,3,2,2,2,1,"3,5",28,2,,8,4,6,Hispanic,1,,1,1,1,1,5,1,Nope,2,2,,0,78
12/1/20 11:36,12/1/20 11:44,0,100,500,1,12/1/20 11:44,Cat,18.074,23.738,25.995,3,3,1,16.578,17.772,18.874,2,6,3,5.834,8.649,16.045,2,5,3,4.708,6.677,9.276,2,5,2,7.903,9.471,10.75,3,5,1,4.081,6.735,11.058,3,2,1,7.519,12.876,13.765,2,5,1,4.033,25.855,27.06,5,2,1,13.006,14.853,16.232,3,1,1,8.205,9.54,11.317,2,4,3,6.577,7.154,8.527,2,2,1,6.598,11.71,14.327,3,3,2,3.072,4.242,12.467,2,1,1,7.386,10.116,11.947,2,1,1,4.671,5.314,11.105,2,2,1,4.998,6.124,13.674,2,2,1,5.138,70.691,77.047,4,4,10,39,4.201,12.009,13.876,4,40,0,5.399,43.838,45.081,5,3,2,1,2,1,"3,5",31,2,,3,2,1,,3,,3,1,2,1,5,1,"No. I wouldn't have shared most of what I was shown, honestly",2,2,,1,42
