StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,dogcat,PoliticalParty,Q227_First Click,Q227_Last Click,Q227_Page Submit,Q227_Click Count,LikedDT1,AccuracyDT1,ShareDT1,Q228_First Click,Q228_Last Click,Q228_Page Submit,Q228_Click Count,LikedDT2,AccuracyDT2,ShareDT2,Q229_First Click,Q229_Last Click,Q229_Page Submit,Q229_Click Count,LikedDT3,AccuracyDT3,ShareDT2,Q231_First Click,Q231_Last Click,Q231_Page Submit,Q231_Click Count,LikedDT4,AccuracyDT4,ShareDT4,Q230_First Click,Q230_Last Click,Q230_Page Submit,Q230_Click Count,LikedRT1,AccuracyRT1,ShareRT1,Q233_First Click,Q233_Last Click,Q233_Page Submit,Q233_Click Count,LikedRT2,AccuracyRT2,ShareRT2,Q234_First Click,Q234_Last Click,Q234_Page Submit,Q234_Click Count,LikedRT3,AccuracyRT3,ShareRT3,Q235_First Click,Q235_Last Click,Q235_Page Submit,Q235_Click Count,LikedRT4,AccuracyRT4,ShareRT4,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,LikedDF1,AccuracyDF1,ShareDF1,Q237_First Click,Q237_Last Click,Q237_Page Submit,Q237_Click Count,LikedDF2,AccuracyDF2,ShareDF2,Q238_First Click,Q238_Last Click,Q238_Page Submit,Q238_Click Count,LikedDF3,AccuracyDF3,ShareDF3,Q239_First Click,Q239_Last Click,Q239_Page Submit,Q239_Click Count,LikedDF4,AccuracyDF4,ShareDF4,Q240_First Click,Q240_Last Click,Q240_Page Submit,Q240_Click Count,LikedRF1,AccuracyRF1,ShareRF1,Q242_First Click,Q242_Last Click,Q242_Page Submit,Q242_Click Count,LikedRF2,AccuracyRF2,ShareRF2,Q244_First Click,Q244_Last Click,Q244_Page Submit,Q244_Click Count,LikedRF3,AccuracyRF3,ShareRF3,Q245_First Click,Q245_Last Click,Q245_Page Submit,Q245_Click Count,LikedRF4,AccuracyRF4,ShareRF4,CRTTime_First Click,CRTTime_Last Click,CRTTime_Page Submit,CRTTime_Click Count,CR1,CR2,CR3,FeelingThermometerT_First Click,FeelingThermometerT_Last Click,FeelingThermometerT_Page Submit,FeelingThermometerT_Click Count,FeelingDem_1,FeelingRepub_1,PKTime_First Click,PKTime_Last Click,PKTime_Page Submit,PKTime_Click Count,PK1(3),PK2(2),PK3(1),PK4(2),PK5(1),Q114,Age,Gender,Gender_6_TEXT,Education,Income,Ethnicity,Ethnicity_6_TEXT,Part,Part_4_TEXT,DemRep_C,POTUS2016,Facebook,Twitter,SM_Freq,SocialMedia_Chk,AnswerNotReflect,AnswerNotReflectElab,Answerliking,AnswerLikingElab,InfluencedByIncentiv,InfluencedByElab,InfluencedbyTask,InfluencedbyTaskElab,KnowlinglyShareFalse,KnowlinglyExplain,Random,Google,Comments,random,confirmCode,Party
1/28/21 2:01,1/28/21 2:17,0,100,986,1,1/28/21 2:17,cat,1,0.592,4.033,5.139,2,,4,5,0.228,0.228,6.654,1,,5,5,4.509,5.782,6.801,2,,5,4,5.571,6.509,9.966,2,,6,6,1.816,9.18,10.244,3,,5,6,2.558,5.886,7.661,5,,1,1,3.084,4.292,5.439,2,,5,5,5.915,6.564,10.097,2,,2,1,2.6,6.679,7.871,4,,2,1,18.185,19.795,20.774,3,,6,6,4.806,7.345,8.445,3,,5,6,129.86,131.98,133.309,2,,1,1,18.111,19.696,20.635,3,,6,6,7.116,7.819,8.962,2,,1,1,6.423,7.258,8.835,2,,2,1,9.689,10.377,11.451,2,,6,6,3.038,24.467,28.539,3,8,50,20,1.478,13.944,14.656,6,25,100,1.836,138.004,141.599,9,3,2,2,2,1,"3,6",,,,6,8,1,,2,,5,2,1,1,5,1,2,,,,2,,,,2,,2,2,,0,100,Republican
1/28/21 2:16,1/28/21 2:23,0,100,459,1,1/28/21 2:23,Cat,2,3.867,6.403,7.058,5,,4,5,9.39,12.086,12.678,4,,5,6,4.379,6.008,6.512,4,,4,5,4.953,6.483,7.095,4,,4,4,4.009,6.982,7.598,5,,3,5,14.473,17.143,17.921,4,,5,5,3.527,5.272,5.875,4,,5,5,8.019,12.743,13.333,8,,4,3,4.191,6.353,7.016,4,,5,6,0.995,19.719,20.702,12,,2,1,7.493,10.603,11.409,5,,3,2,4.301,7.571,8.101,4,,1,6,8.428,12.014,12.594,7,,1,5,4.274,8.391,9.191,6,,4,4,20.918,23.181,23.97,4,,3,4,7.6,14.121,14.997,9,,3,2,2.429,25.752,35.363,8,8,50,20,2.818,4.488,5.101,2,76,72,6.317,33.859,34.566,16,3,2,1,3,1,"3,5",19,1,,2,3,1,,3,,3,5,1,1,5,1,,,2,,,,,,1,If i knew an article had false information i might still share it if its funny ,2,2,,1,13,Democrat
1/28/21 2:26,1/28/21 2:32,0,100,392,1,1/28/21 2:32,cat,1,7.35,13.046,14.225,4,6,5,2,1.088,27.315,27.586,10,3,2,3,4.265,6.789,8.202,3,5,3,2,3.301,8.466,8.944,7,3,2,2,4.972,10.931,12.848,5,2,4,3,5.847,8.516,10.033,5,4,2,2,4.737,7.804,8.682,4,6,3,2,6.012,8.848,9.758,4,5,4,1,4.064,5.827,7.689,3,2,1,1,9.917,13.166,13.443,5,1,1,1,5.086,8.58,9.558,3,1,1,1,4.583,11.197,12.097,3,1,1,1,14.162,18.566,19.587,3,5,1,1,4.492,8.596,9.505,3,6,1,2,3.954,5.998,7.118,3,4,2,2,3.919,5.562,8.221,3,6,2,1,2.334,33.381,35.655,9,4,5,47,2.474,5.899,6.176,8,5,53,5.499,20.997,22.117,6,3,2,2,2,1,"3,5",24,1,,2,6,1,,2,,4,2,1,1,5,2,2,,2,,2,,2,,2,,2,2,,3,42,Republican
1/28/21 2:24,1/28/21 2:46,0,100,1321,1,1/28/21 2:46,cat,2,60.267,61.1,62.405,2,,5,6,37.237,38.126,38.74,2,,5,5,46.069,46.827,47.965,2,,6,6,14.744,15.464,16.588,2,,6,6,19.595,20.011,21,2,,6,6,18.244,19.119,20.056,2,,6,6,42.802,43.327,44.209,2,,6,6,123.035,123.51,124.552,2,,5,6,4.375,5.162,5.816,2,,5,5,9.938,10.683,11.447,2,,6,6,3.64,4.156,4.946,2,,6,6,84.774,85.655,86.72,2,,5,5,12.983,13.435,14.456,2,,6,5,22.28,22.764,49.117,2,,6,6,5.523,5.99,7.817,2,,6,6,23.737,24.194,25.278,2,,5,6,6.198,11.864,15.668,3,28,50,20,2.433,4.726,5.78,2,100,0,2.258,8.8,9.767,6,2,3,1,1,1,"3,5",44,1,,6,11,1,,1,,1,1,1,1,4,1,2,,,,1,,,,2,,2,2,,0,77,Democrat
1/28/21 2:32,1/28/21 2:48,0,100,963,1,1/28/21 2:48,cat,2,7.401,8.913,9.779,2,,3,3,6.168,8.385,8.95,3,,4,4,48.31,52.008,52.887,4,,5,4,13.472,15.35,16.014,3,,4,4,63.145,70.741,71.467,5,,3,3,9.593,21.241,21.918,3,,2,2,16.747,29.407,32.383,5,,3,3,7.487,17.238,17.802,4,,4,4,8.248,8.765,9.611,2,,1,1,13.165,13.73,14.495,2,,3,3,9.701,20.903,21.855,3,,1,1,4.193,6.571,7.785,6,,4,4,22.172,26.443,27.791,3,,1,1,5.265,5.665,6.404,2,,2,2,59.376,59.884,60.027,2,,2,2,17.611,33.943,36.485,7,,4,4,15.403,95.818,102.055,8,8,50,20,3.259,4.834,5.767,2,100,0,5.915,46.011,46.929,13,2,2,1,1,1,"3,5",31,1,,6,11,1,,1,,2,1,1,1,5,2,,,2,,,,,,2,it's not good to share false article,2,2,,1,23,Democrat
1/28/21 2:24,1/28/21 2:50,0,100,1545,1,1/28/21 2:50,cat,2,0,0,30.696,0,,6,6,8.427,9.371,10.989,2,,5,6,16.434,16.941,18.189,2,,6,5,0,0,57.944,0,,6,6,0,0,8.301,0,,6,6,118.168,118.879,120,3,,6,6,4.713,5.574,6.135,2,,6,6,36.034,36.977,38.022,2,,5,6,109.325,110.05,111.237,2,,5,6,16.981,17.858,18.422,2,,6,6,4.165,4.506,5.534,2,,6,6,1.559,2.339,3.645,2,,6,5,4.08,4.426,5.454,2,,5,6,32.377,32.849,33.884,2,,6,6,21.089,22.14,22.893,3,,6,5,1.834,3.027,3.715,2,,6,6,193.224,197.25,203.895,3,28,50,20,9.177,10.792,11.844,2,100,0,4.165,10.792,11.828,6,2,2,1,1,1,"3,5",47,1,,6,11,1,,1,,1,1,1,1,3,1,,,2,,,,,,2,,2,2,,1,43,Democrat
1/28/21 2:28,1/28/21 2:53,0,100,1492,1,1/28/21 2:53,cat,1,19.104,57.064,57.97,3,,5,1,7.186,8.323,10.38,2,,5,2,19.31,21.245,23.366,2,,4,2,28.748,31.021,31.793,3,,5,2,16.127,19.063,19.924,3,,4,1,51.497,52.962,54.193,2,,4,3,10.275,18.03,22.766,2,,4,2,9.223,16.631,17.976,2,,2,3,28.789,44.076,45.406,3,,3,4,11.638,17.63,18.216,3,,5,5,38.972,42.9,43.576,3,,1,3,20.784,29.232,31.554,3,,5,2,31.718,36.55,37.429,3,,2,1,17.176,64.199,64.931,5,,2,3,16.084,16.941,17.671,2,,4,3,17.219,20.724,22.28,2,,2,3,12.754,34.578,52.021,3,8,50,20,4.722,9.626,10.564,3,20,52,8.779,85.154,87.494,16,3,3,1,2,1,"3,5",20,1,,2,5,2,,3,,4,5,1,1,3,1,1,I answered truly to the articles that showed Trump in a negative light even though I didn't believe a few of them.,,,1,"Quite a bit, although through half way through I thought it was strange the questions included there would be a bonus when it was stated in the introduction. ",,,2,"I don't share articles to begin with, and if I knew something would fake and it wasn't obvious it was fake, I wouldn't share it.",2,1,Thank you for the awesome survey. ,0,86,Republican
1/28/21 2:30,1/28/21 2:53,0,100,1384,1,1/28/21 2:54,cat,2,116.767,117.399,118.301,2,,6,6,60.778,61.346,62.804,2,,6,6,62.049,63.121,64.477,3,,6,6,62.429,63.031,64.087,2,,5,6,3.869,5.501,6.287,3,6,6,6,1.1,4.412,5.118,3,6,6,6,0.278,0.278,2.288,1,6,6,6,0,0,45.169,0,6,6,6,2.741,4.509,5.273,3,6,6,5,50.098,51.546,52.443,3,6,5,5,52.867,54.162,55.172,3,6,6,6,1.484,3.291,4.373,3,5,6,6,1.807,4.071,4.865,4,5,6,5,97.638,99.932,101.187,4,6,6,6,51.584,53.577,55.607,3,6,5,6,164.867,167.099,168.295,3,6,6,6,11.126,18.302,26.962,4,28,50,40,1.731,3.129,4.322,2,100,0,1.358,6.6,7.778,6,2,3,1,1,1,"3,5",49,2,,6,11,1,,1,,1,1,1,1,3,1,2,,2,,1,,1,,2,,2,2,,3,47,Democrat
1/28/21 2:48,1/28/21 2:57,0,100,571,1,1/28/21 2:57,cat,1,8.401,10.601,11.064,4,4,2,1,10.029,11.197,11.691,3,2,1,1,8.952,10.656,11.413,4,2,1,1,4.848,12.952,13.749,4,1,1,1,38.94,40.876,41.419,3,6,2,1,7.215,11.335,11.74,6,5,3,1,15.577,17.969,18.52,3,5,3,1,26.634,31.058,31.632,3,1,3,1,3.774,5.35,5.972,4,2,1,1,28.404,29.7,30.45,3,1,1,1,6.751,8.823,11.406,4,1,1,1,3,5.009,5.646,3,2,1,1,9.749,11.845,12.554,4,6,1,1,2.866,8.282,9.184,3,6,1,1,2.865,4.785,5.431,3,6,3,1,4.835,11.282,11.938,3,6,4,1,1.645,23.133,23.643,4,8,10,39,3.779,7.539,8.527,3,30,41,6.981,29.876,30.851,5,3,2,2,2,2,"3,5",18,1,,2,10,4,,2,,5,2,2,2,5,2,,,2,I said I would not share any of the articles because I do not believe in sharing political opinions on my social media,,,1,I wanted to make sure I answered correctly if republicans would like or dislike the article,2,,2,2,,2,83,Republican
1/28/21 2:22,1/28/21 2:59,0,100,2213,1,1/28/21 2:59,cat,2,127.105,128.121,129.562,3,,6,6,16.678,18.047,19.066,3,6,5,6,88.472,89.922,91.026,4,,6,6,0,0,60.021,0,6,6,6,4.442,6.082,6.893,3,6,5,6,1.864,3.661,4.256,3,6,6,6,71.837,72.246,72.861,2,,6,6,26.978,28.73,29.41,3,6,6,5,5.861,6.9,8.118,3,6,6,6,4.519,6.274,7.322,3,6,6,6,30.199,31.839,32.41,3,6,6,6,1.12,2.888,3.604,3,6,6,5,6.838,8.275,9.369,3,6,6,6,23.829,26.056,26.838,4,5,6,5,10.967,12.503,13.258,3,6,6,6,130.648,133.126,135.006,3,6,6,6,2.388,22.955,26.024,4,28,50,40,1.934,3.066,4.029,2,100,0,420.785,428.122,429.009,5,2,3,1,1,1,"3,5",41,1,,6,11,1,,1,,1,1,1,1,4,1,,,2,,,,1,,2,,2,2,,2,28,Democrat
1/28/21 1:45,1/28/21 3:01,0,100,4541,1,1/28/21 3:01,cat,2,392.75,393.119,394.056,2,,5,5,132.904,133.468,134.568,2,,6,5,146.767,147.158,147.831,2,,5,6,28.837,30.563,31.223,3,6,6,6,129.266,131.615,132.837,3,5,5,5,436.236,436.683,437.592,2,,5,6,118.011,119.341,120.045,3,,5,5,0,0,60.03,0,6,6,6,12.492,15.054,16.205,3,6,5,6,28.623,30.216,31.383,3,6,5,6,22.631,24.257,25.271,3,5,5,5,87.107,87.553,88.606,2,,5,6,350.658,1620.928,1622.033,4,5,5,5,49.197,50.866,51.482,3,6,6,6,38.59,41.23,43.452,3,6,6,6,12.483,14.61,17.424,4,6,6,6,39.857,44.119,46.247,3,28,50,50,0.046,2.881,3.659,3,100,0,1.245,5.82,6.567,6,2,2,1,1,1,"3,5",45,1,,6,11,1,,1,,1,1,1,1,4,1,2,,2,,1,,1,,2,,2,2,Great!,3,83,Democrat
1/28/21 1:46,1/28/21 3:02,0,100,4574,1,1/28/21 3:02,cat,2,139.767,140.885,144.318,2,,5,6,334.977,335.738,336.338,2,,5,5,99.31,100.079,100.892,2,,5,5,113.804,114.274,115.37,2,,5,6,11.256,11.726,12.662,2,,5,6,89.427,89.909,90.811,2,,5,6,137.384,138.997,141.398,2,,5,6,116.568,117.406,118.355,3,,5,5,190.635,191.504,192.011,2,,5,5,1.04,1.468,2.464,2,,5,6,419.199,419.793,420.379,2,,5,6,103.07,104.616,106.536,2,,6,6,11.682,13.169,14.097,2,,5,6,88.486,94.323,94.953,3,,5,5,32.494,33.311,34.43,3,,5,6,1310.159,1311.765,1312.51,3,,5,5,10.572,14.617,16.263,3,28,50,40,1.229,3.967,4.947,3,100,0,4.67,47.917,49.596,6,2,3,1,1,1,"3,5",48,1,,6,11,1,,1,,1,1,1,1,3,1,,,2,,,,,,2,,2,2,,1,17,Democrat
1/28/21 1:46,1/28/21 3:04,0,100,4698,1,1/28/21 3:04,Cat,2,48.834,49.277,50.766,2,,6,6,0,0,60.13,0,,6,6,1696.229,1696.991,1698.313,2,,5,6,0,0,13.439,0,,6,6,127.196,129.053,130.223,2,,5,6,152.68,153.12,154.614,2,,5,6,425.286,425.625,426.492,2,,5,6,81.251,81.811,82.525,2,,5,6,35.386,36.331,37.743,2,,6,6,4.634,5.459,11.686,2,,6,6,98.918,99.858,101.732,2,,5,6,92.434,96.868,99.322,4,,6,6,606.318,607.447,608.614,4,,5,6,31.461,32.281,33.406,2,,5,6,1.237,3.172,7.454,2,,6,6,149.477,150.305,151.294,2,,6,5,1.591,6.816,10.157,3,28,50,40,2.284,3.848,4.769,2,100,0,0.902,6.063,6.876,5,2,1,1,1,1,"3,5",49,2,,6,11,1,,1,,1,1,1,1,3,1,,,2,,,,,,2,,2,2,,1,68,Democrat
1/28/21 1:46,1/28/21 3:12,0,100,5137,1,1/28/21 3:12,cat,2,96.251,100.456,104.944,5,5,6,5,5.711,7.925,8.658,3,6,6,6,0,0,1.282,0,6,6,5,40.983,48.875,49.664,4,6,6,6,0,0,16.719,0,6,6,6,193.058,195.747,197.67,3,6,5,5,244.145,246.578,247.922,3,6,5,6,0,0,5.673,0,6,6,6,1.246,3.096,3.989,3,6,6,6,1.26,3.118,60.023,3,5,6,6,3.219,6.1,7.495,4,6,6,6,0.794,2.467,3.015,3,6,6,6,0.79,2.483,3.032,3,6,6,6,1.067,2.668,3.312,3,6,6,6,3136.72,3137.304,3138.349,2,,6,6,16.939,18.471,19.444,3,6,5,6,1.433,5.307,8.421,3,28,50,40,1.5,3.053,4.103,2,100,0,0.936,6.703,7.352,7,2,1,1,1,1,"3,5",42,1,,6,11,1,,1,,1,1,1,1,3,1,2,,2,,1,,1,,2,,2,2,,3,79,Democrat
1/28/21 2:57,1/28/21 3:13,0,100,948,1,1/28/21 3:13,Cat,1,22.346,25.044,26.425,3,,2,1,5.68,9.469,11.299,3,,4,1,6.041,10.335,12.7,3,,4,1,3.612,6.841,8.52,3,,1,1,42.285,49.004,50.362,3,,3,2,4.272,8.306,9.924,3,,5,1,1.949,5.498,7.716,3,,2,1,6.013,12.518,15.837,3,,2,1,4.507,7.092,8.811,3,,1,1,5.215,9.202,10.96,3,,1,1,104.422,105.658,107.268,2,,1,1,9.483,15.982,18.333,3,,1,1,5.735,31.247,32.935,3,,1,1,12.061,18.743,20.683,4,,2,2,12.105,18.699,20.526,4,,5,1,14.439,18.704,20.074,4,,4,2,3.095,77.272,80.627,8,4,10,39,52.01,58.152,59.763,4,71,91,4.977,28.864,30.741,8,3,2,2,2,1,"3,5",40,1,,6,9,1,,2,,5,2,1,1,5,2,,,2,,,,,,2,I think spreading fake news is very dangerous,2,2,,1,29,Republican
1/28/21 2:53,1/28/21 3:18,0,100,1530,1,1/28/21 3:18,cat,1,8.374,14.517,16.199,4,5,5,4,12.994,23.881,25.231,3,5,5,6,23.945,28.255,29.73,3,5,6,5,16.047,20.487,22.262,3,5,6,5,12.217,16.314,17.919,3,6,5,6,15.22,20.076,21.413,4,6,5,5,24.454,34.299,36.022,5,5,4,5,65.023,92.453,93.909,4,5,5,5,10.87,23.368,29.692,4,5,5,6,19.292,28.065,29.835,3,2,2,2,6.366,16.265,17.982,3,3,3,3,7.902,15.59,17.767,3,2,3,2,17.065,61.46,63.906,4,4,5,5,9.656,27.464,29.391,4,4,4,3,8.879,14.897,16.257,4,5,6,6,23.168,30.568,31.864,4,6,5,6,2.378,9.697,17.209,3,8,50,20,5.163,9.78,11.169,2,63,98,14.917,38.01,39.389,5,3,2,2,2,1,"3,5",30,1,,6,7,1,,2,,5,2,1,1,5,1,2,,2,,1,this incentive make my budget count with reasonable amount of time which encourage and aspire job well done for my organization,1,this influenced some rethink of how socio political news been shared either true/false.,1,yes i do share articles especially when it comes at the time of elections.,2,2,,3,87,Republican
1/28/21 3:07,1/28/21 3:25,0,100,1062,1,1/28/21 3:25,Cat,2,20.008,41.534,42.237,11,4,5,5,0.057,5.672,6.348,10,5,4,2,24.963,79.611,80.175,17,3,2,1,66.941,68.328,69.011,3,,3,3,3.762,8.102,8.833,8,2,2,3,8.951,12.824,13.525,8,4,4,4,0.201,1.837,2.439,4,4,4,3,3.517,8.484,8.9,9,3,5,3,14.518,19.187,19.855,8,5,5,6,0.781,7.621,8.295,10,4,4,5,0.87,4.801,5.648,8,2,3,3,0.997,4.308,5.314,8,4,5,4,0.882,8.1,8.951,8,5,6,5,5.724,34.774,35.852,12,1,2,4,16.331,40.907,41.766,10,4,3,4,5.346,14.305,15.217,10,3,3,3,2.495,38.615,47.439,6,8,50,30,2.489,19.336,19.859,13,50,80,16.202,44.64,45.712,10,3,2,2,2,1,"3,5",30,2,,5,11,2,,1,,3,1,1,1,5,1,2,,2,,2,,2,,1,I answered truly and sincerely,2,2,,3,69,Democrat
1/28/21 3:17,1/28/21 3:27,0,100,597,1,1/28/21 3:27,cat,1,12.746,17.168,18.351,3,6,5,4,10.257,12.812,13.91,3,1,1,1,24.681,26.593,27.824,3,1,1,1,12.277,19.378,20.307,3,1,4,1,6.933,10.169,11.106,3,5,4,2,7.377,9.102,10.147,3,1,1,1,5.732,7.366,8.452,3,6,6,6,6.49,8.216,9.075,3,6,6,6,4.373,6.309,7.608,3,1,1,1,8.06,9.538,10.575,3,1,1,1,8.364,12.08,13.544,3,3,6,1,15.818,23.298,24.574,3,1,1,1,9.24,10.702,11.46,3,1,1,1,3.789,13.607,14.814,4,4,6,1,7.343,9.163,10.254,3,2,1,1,5.838,9.638,10.534,3,6,6,6,1.801,24.085,55.75,3,8,50,20,6.665,9.893,10.502,2,0,100,5.895,129.567,131.216,7,2,2,1,2,1,3,57,2,,3,7,1,,2,,6,2,1,1,5,1,2,,2,,2,,2,,2,,2,2,,3,55,Republican
1/28/21 3:12,1/28/21 3:28,0,100,946,1,1/28/21 3:28,cat,1,5.922,8.803,9.714,3,5,4,5,13.623,26.447,27.61,4,2,5,4,9.075,15.419,16.196,3,3,5,4,9.705,15.609,16.613,3,3,2,2,6.684,9.7,11.116,3,6,4,5,14.534,19.71,20.43,3,5,4,5,6.009,10.825,11.467,3,6,5,6,10.156,14.332,15.134,3,5,4,4,8.77,15.882,16.982,5,3,3,4,13.357,21.101,21.477,4,2,3,3,10.525,18.093,19.037,3,2,2,2,11.538,18.966,20.328,3,2,1,2,9.597,16.583,17.392,3,5,1,4,7.661,24.683,25.686,3,6,2,5,16.73,32.025,34.086,3,5,2,4,6.058,16.794,17.539,3,6,2,6,16.868,37.478,110.745,3,8,10,4,4.897,7.856,8.869,2,25,80,8.116,38.639,40.793,5,3,2,3,2,1,"3,5",40,1,,4,6,1,,3,,4,2,1,1,5,2,,,2,I based it off my opinion on what the republican party would think.  Not really what I would think.,,,2,I did not let the task influence my answers at all.,2,I respect the truth and would not want to spread a rumor.,2,2,Thank you,2,94,Republican
1/28/21 2:58,1/28/21 3:32,0,100,1999,1,1/28/21 3:32,Cat,2,57.395,71.072,76.112,6,,6,6,6.965,47.037,47.887,10,,4,4,8.207,19.871,20.677,5,,5,4,12.996,15.493,16.942,5,,6,6,8.978,10.631,12.532,4,,2,1,14.934,15.479,16.312,4,,6,6,4.033,30.025,31.333,5,,5,4,4.625,17.061,21.805,7,,1,1,12.254,13.496,14.57,4,,1,1,21.449,40.391,42.801,5,,4,1,12.132,12.985,15.101,4,,6,6,11.451,13.764,15.177,6,,2,2,24.677,26.347,27.692,4,,6,6,10.396,23.472,23.96,10,,5,4,11.498,15.099,16.046,6,,1,1,2.132,43.134,44.249,6,,1,1,47.871,183.069,184.138,44,8,50,20,4.799,18.84,30.697,8,100,0,46.466,402.851,404.08,63,3,2,1,1,1,"3,5",40,1,,6,4,1,,1,,1,1,1,1,5,1,2,I answer all question based on my belief,,,1,It gives me more confidence,,,2,I can't because i believe in what is true,2,2,,0,73,Democrat
1/28/21 2:31,1/28/21 3:37,0,100,3964,1,1/28/21 3:37,A cat,1,176.126,205.835,207.304,9,1,2,1,41.484,55.656,57.399,10,2,2,1,6.396,95.137,96.346,19,2,5,2,218.928,273.385,301.778,10,1,4,3,42.723,114.042,115.202,17,6,5,6,10.256,97.72,99.205,14,6,5,5,10.07,58.872,60.035,13,4,3,4,8.22,101.004,102.174,15,6,5,5,60.455,95.33,96.722,9,2,2,3,7.382,32.566,33.879,16,2,2,1,6.143,19.145,20.491,14,2,2,1,21.585,43.112,44.82,6,1,1,1,4.879,50.583,51.784,16,4,2,4,6.262,23.88,25.293,18,5,1,4,10.425,69.357,70.581,19,6,4,6,58.991,227.894,229.699,11,5,2,5,8.232,51.714,69.94,6,4,10,20,5.052,11.062,11.921,8,41,92,4.52,71.797,72.976,36,3,2,1,2,1,"3,5",35,1,,5,8,1,,2,,5,2,1,1,5,1,,,2,None.,,,2,,2,It is morally wrong. I can only share such article if there is a little proof.,2,2,,2,26,Republican
1/28/21 3:08,1/28/21 3:41,0,100,1992,1,1/28/21 3:41,Cat,2,4.366,14.385,15.806,5,,4,2,7.95,36.782,38.368,6,,4,3,27.171,36.792,38.104,4,,4,5,14.678,39.771,41.509,4,,5,4,7.487,38.595,40.032,4,,5,5,11.374,15.26,20.038,3,,5,3,9.222,10.663,12.268,2,,5,2,2.117,44.895,51.157,6,,4,5,15.301,26.889,29.649,4,,2,3,59.15,64.306,65.715,4,,4,4,17.909,31.163,33.6,5,,3,4,18.635,33.287,36.91,6,,2,1,16.678,41.603,43.057,4,,1,3,12.502,15.522,16.783,3,,3,3,44.966,49.308,51.182,4,,2,1,25.218,37.759,39.616,3,,1,1,92.997,145.265,200.455,4,20,50,20,16.753,21.688,25.7,3,89,15,33.004,216.612,218.019,11,2,2,2,1,1,"3,5",30,1,,5,6,2,,1,,2,1,1,1,4,2,,,1,of cause some articles did not reflect on my believe but i still answer it all just to make it accurate.,,,,,2,i really don't want shameful things like sharing fake news and people later finding out i was a faker.,2,2,,1,6,Democrat
1/28/21 3:29,1/28/21 3:48,0,100,1152,1,1/28/21 3:48,cat,1,14.852,19.969,21.196,3,2,2,1,47.279,61.48,63.135,3,2,4,2,14.327,29.618,31.049,6,1,3,2,25.173,46.225,47.758,3,1,4,1,11.143,19.523,21.055,3,5,2,2,13.721,26.922,28.333,5,5,6,4,9.527,17.046,18.37,3,6,6,4,5.657,10.496,12.636,3,6,4,3,50.547,58.236,59.831,3,5,2,2,13.662,21.795,23.437,4,5,2,2,8.921,14.678,16.19,3,1,1,1,11.986,18.537,20.439,3,4,1,1,5.957,27.4,29.925,3,5,2,1,6.247,13.018,14.397,4,5,4,2,5.187,17.607,18.723,4,6,5,2,4.973,14.417,15.45,4,6,6,4,13.188,326.174,373.497,6,4,10,20,6.396,21.682,23.09,6,10,70,5.975,33.46,34.915,5,3,2,1,2,1,"3,5",28,1,,5,12,1,,3,,4,2,2,2,1,3,,,2,,,,2,,1,Satire sites,2,2,,2,41,Republican
1/28/21 3:43,1/28/21 3:58,0,100,912,1,1/28/21 3:58,cat,1,26.006,27.306,28.622,2,,1,1,12.642,14.194,16.052,2,,5,1,10.386,11.318,12.966,2,,1,1,10.741,12.301,13.676,2,,1,1,21.944,25.417,27.518,2,,3,1,18.582,23.922,25.426,2,,2,1,11.505,12.958,14.57,2,,6,1,12.978,15.006,17.872,3,,6,1,6.25,7.413,8.74,2,,1,1,11.237,25.961,27.731,2,,1,1,13.24,16.5,18.42,2,,5,1,11.782,16.219,17.752,2,,1,1,22.564,29.068,31.722,3,,1,1,22.514,26.262,27.581,2,,1,1,9.225,10.693,12.985,2,,2,1,8.394,18.857,20.377,2,,4,1,90.178,175.59,186.635,3,4,10,39,8.538,15.735,18.319,2,9,90,7.345,39.19,46.879,5,3,2,1,2,1,"3,5",47,1,,5,12,1,,2,,6,2,1,1,2,2,,,2,,,,,,2,i would not share anything on social media.,2,2,,1,43,Republican
1/28/21 4:04,1/28/21 4:24,0,100,1188,1,1/28/21 4:24,cat,1,30.055,34.124,55.267,2,,4,2,13.044,35.431,52.542,3,,4,2,17.482,19.597,20.574,2,,1,1,22.856,40.525,42.266,6,,4,2,40.933,44.358,50.935,2,,4,3,5.6,10.196,11.124,2,,4,3,6.385,14.969,17.247,3,,4,2,61.957,65.016,65.99,2,,4,2,8.074,10.456,13.053,4,,2,2,7.859,18.908,20.564,4,,2,2,4.61,9.068,9.832,4,,1,1,5.224,27.6,28.177,5,,1,1,6.438,14.72,16.326,3,,1,1,4.878,9.14,10.448,3,,1,1,34.578,36.35,39.206,2,,2,2,32.588,36.046,48.741,2,,3,2,4.079,65.916,83.358,4,8,50,20,8.477,26.911,29.849,7,40,75,40.418,148.002,150.216,7,3,2,1,2,1,"3,5",25,2,,5,9,1,,2,,5,2,1,1,5,1,2,,,,2,,,,2,I value the accuracy of information I share with others. I do not like hearing half of a story or something entirely false that continues to be spread. I try my best to only share what has been proven to be true.,2,1,,0,16,Republican
