Subj,Condition,Type,sceneType,IPSame,duration,Finished,sheepPic,attn1,attn2,catcall_pilot,cheat_pilot,provoke_pilot,talking_pilot,crash_pilot,shoving_pilot,demand,hypothesis,self_attn1,self_attn2,Gender,sex_orientation,Age,Ethnicity.race,PolFac_1,PolFac_2,PolFac_3,Survey,MoralAction,PunishAction,Punish_police,BlameAct,Deserve,Legit1,Legit2,LegitExist,Legit3,Disobey,MoralPerson,Future1,Future2,Character,dichot,you_notice,you_fine,you_police,feel1,feel2,feel3
160,1,2,shoving,0,0,1,1,1,1,2,1,9,1,8,1,2,I don't know,7,7,1,1,30,4,4,4,4,4,3,3,2,3,3,3,3,5,5,6,3,3,5,3,0,3,3,3,7,7,6
160,2,1,catcalling,0,0,1,1,1,1,2,1,9,1,8,1,2,I don't know,7,7,1,1,30,4,4,4,4,4,5,5,5,5,5,6,5,4,5,3,5,5,5,4,1,5,4,5,5,3,4
160,2,1,provoke,0,0,1,1,1,1,2,1,9,1,8,1,2,I don't know,7,7,1,1,30,4,4,4,4,4,6,6,6,6,6,6,6,4,5,4,5,5,3,5,1,5,3,5,5,3,3
161,1,1,cheat,0,0,1,1,1,1,9,2,9,9,8,9,4,Figure out how willing people are to confront those that are doing wrong,6,6,2,1,26,7,6,7,6,4,3,4,4,4,2,4,4,5,5,4,5,5,3,2,0,3,5,4,5,5,6
161,1,1,crash,0,0,1,1,1,1,9,2,9,9,8,9,4,Figure out how willing people are to confront those that are doing wrong,6,6,2,1,26,7,6,7,6,4,3,2,2,3,2,2,2,5,6,5,5,6,3,4,0,6,4,4,6,6,6
161,1,1,talking,0,0,1,1,1,1,9,2,9,9,8,9,4,Figure out how willing people are to confront those that are doing wrong,6,6,2,1,26,7,6,7,6,4,3,3,2,2,2,2,2,5,5,3,3,5,4,2,1,6,5,4,5,5,5
161,1,2,provoke,0,0,1,1,1,1,9,2,9,9,8,9,4,Figure out how willing people are to confront those that are doing wrong,6,6,2,1,26,7,6,7,6,4,2,4,2,3,2,2,2,6,4,4,2,3,4,2,1,5,6,4,6,6,6
161,2,1,shoving,0,0,1,1,1,1,9,2,9,9,8,9,4,Figure out how willing people are to confront those that are doing wrong,6,6,2,1,26,7,6,7,6,4,6,6,6,6,6,6,6,2,6,6,6,6,4,6,1,6,6,6,2,2,2
161,2,2,catcalling,0,0,1,1,1,1,9,2,9,9,8,9,4,Figure out how willing people are to confront those that are doing wrong,6,6,2,1,26,7,6,7,6,4,4,5,5,4,4,5,6,2,5,4,3,5,4,3,1,6,6,6,5,5,5
162,1,1,cheat,0,1,1,1,1,1,2,2,9,2,2,9,1,how we think police should act,7,7,1,1,22,4,3,3,3,4,6,5,5,5,5,5,6,5,5,4,5,6,5,5,1,5,5,5,5,5,4
162,1,1,shoving,0,1,1,1,1,1,2,2,9,2,2,9,1,how we think police should act,7,7,1,1,22,4,3,3,3,4,6,5,6,6,5,5,5,3,3,4,4,6,4,5,1,5,5,6,5,5,4
162,1,2,catcalling,0,1,1,1,1,1,2,2,9,2,2,9,1,how we think police should act,7,7,1,1,22,4,3,3,3,4,2,2,2,2,3,3,2,2,3,2,3,2,3,3,0,3,2,3,3,3,3
162,1,2,provoke,0,1,1,1,1,1,2,2,9,2,2,9,1,how we think police should act,7,7,1,1,22,4,3,3,3,4,5,5,5,6,5,4,5,5,4,6,5,5,5,6,0,5,4,6,4,5,5
162,2,1,crash,0,1,1,1,1,1,2,2,9,2,2,9,1,how we think police should act,7,7,1,1,22,4,3,3,3,4,7,7,7,7,7,7,7,1,7,6,7,7,7,7,1,1,1,1,1,1,1
162,2,2,talking,0,1,1,1,1,1,2,2,9,2,2,9,1,how we think police should act,7,7,1,1,22,4,3,3,3,4,7,7,7,7,7,6,5,5,5,6,7,7,7,6,1,6,3,5,1,2,2
163,1,2,cheat,0,0,1,1,1,1,1,1,1,1,8,1,2,Your perceptions on other people's questionable behavior,7,7,1,1,33,4,5,5,2,4,2,2,5,2,1,2,4,6,3,1,1,4,5,1,0,2,4,2,7,6,7
163,1,2,crash,0,0,1,1,1,1,1,1,1,1,8,1,2,Your perceptions on other people's questionable behavior,7,7,1,1,33,4,5,5,2,4,6,4,1,6,6,3,3,1,7,7,5,4,5,7,1,7,5,5,5,4,5
163,1,2,shoving,0,0,1,1,1,1,1,1,1,1,8,1,2,Your perceptions on other people's questionable behavior,7,7,1,1,33,4,5,5,2,4,4,4,5,4,5,3,4,3,5,4,4,6,3,5,1,5,4,5,5,4,5
163,1,2,talking,0,0,1,1,1,1,1,1,1,1,8,1,2,Your perceptions on other people's questionable behavior,7,7,1,1,33,4,5,5,2,4,5,4,4,5,4,3,4,3,4,3,5,4,5,5,1,3,3,4,5,3,3
163,2,1,catcalling,0,0,1,1,1,1,1,1,1,1,8,1,2,Your perceptions on other people's questionable behavior,7,7,1,1,33,4,5,5,2,4,5,5,4,5,5,5,4,3,5,5,4,5,4,5,1,5,4,4,5,2,2
163,2,1,provoke,0,0,1,1,1,1,1,1,1,1,8,1,2,Your perceptions on other people's questionable behavior,7,7,1,1,33,4,5,5,2,4,6,6,6,6,6,5,6,3,6,7,6,7,6,7,1,7,7,7,6,3,2
164,1,1,shoving,0,0,1,1,1,1,2,2,2,1,2,2,2,Trust in the police vs whether certain laws were acceptable,7,7,1,3,31,4,4,4,3,4,5,5,6,7,5,5,5,2,7,4,5,6,3,5,1,4,3,5,4,3,4
164,1,2,catcalling,0,0,1,1,1,1,2,2,2,1,2,2,2,Trust in the police vs whether certain laws were acceptable,7,7,1,3,31,4,4,4,3,4,3,5,3,4,3,3,4,5,3,3,3,4,4,3,0,4,3,2,7,7,6
164,1,2,provoke,0,0,1,1,1,1,2,2,2,1,2,2,2,Trust in the police vs whether certain laws were acceptable,7,7,1,3,31,4,4,4,3,4,1,7,2,2,1,2,2,7,6,3,1,4,4,3,0,7,2,2,7,6,5
164,2,1,talking,0,0,1,1,1,1,2,2,2,1,2,2,2,Trust in the police vs whether certain laws were acceptable,7,7,1,3,31,4,4,4,3,4,7,7,7,7,7,7,7,1,7,7,6,7,3,7,1,7,4,7,2,1,1
164,2,2,cheat,0,0,1,1,1,1,2,2,2,1,2,2,2,Trust in the police vs whether certain laws were acceptable,7,7,1,3,31,4,4,4,3,4,7,5,7,7,7,7,5,1,7,7,7,7,3,7,1,3,4,5,4,3,3
164,2,2,crash,0,0,1,1,1,1,2,2,2,1,2,2,2,Trust in the police vs whether certain laws were acceptable,7,7,1,3,31,4,4,4,3,4,7,7,7,7,7,7,7,1,7,7,7,7,4,7,1,6,6,6,3,1,1
165,1,1,catcalling,0,0,1,1,1,1,1,2,2,1,9,1,1,moral justification as it applies to others vs oneself,7,7,2,8,36,4,6,6,5,4,3,6,4,3,3,6,6,3,6,5,6,5,1,3,0,5,3,3,5,5,3
165,1,1,crash,0,0,1,1,1,1,1,2,2,1,9,1,1,moral justification as it applies to others vs oneself,7,7,2,8,36,4,6,6,5,4,5,3,2,5,3,6,6,1,7,6,5,5,2,5,1,6,2,4,5,3,1
165,1,1,talking,0,0,1,1,1,1,1,2,2,1,9,1,1,moral justification as it applies to others vs oneself,7,7,2,8,36,4,6,6,5,4,2,2,2,5,5,3,3,2,6,6,6,6,2,5,0,2,2,1,2,2,1
165,2,1,provoke,0,0,1,1,1,1,1,2,2,1,9,1,1,moral justification as it applies to others vs oneself,7,7,2,8,36,4,6,6,5,4,6,5,5,5,3,4,3,1,6,5,6,6,2,5,1,5,3,3,2,2,1
165,2,1,shoving,0,0,1,1,1,1,1,2,2,1,9,1,1,moral justification as it applies to others vs oneself,7,7,2,8,36,4,6,6,5,4,7,7,7,7,7,7,7,1,7,7,7,7,1,7,1,7,4,4,1,1,1
165,2,2,cheat,0,0,1,1,1,1,1,2,2,1,9,1,1,moral justification as it applies to others vs oneself,7,7,2,8,36,4,6,6,5,4,6,5,5,6,5,6,6,2,6,6,6,6,2,6,0,2,2,2,5,3,1
166,1,2,crash,0,0,1,1,1,1,9,2,2,9,9,1,3,catcalling,7,7,1,1,22,5,4,4,4,4,5,4,4,4,4,4,5,4,6,4,4,4,5,4,0,5,5,5,4,3,5
166,1,2,shoving,0,0,1,1,1,1,9,2,2,9,9,1,3,catcalling,7,7,1,1,22,5,4,4,4,4,2,2,2,2,2,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3
166,1,2,talking,0,0,1,1,1,1,9,2,2,9,9,1,3,catcalling,7,7,1,1,22,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,3,3,3,3,3,3
166,2,1,catcalling,0,0,1,1,1,1,9,2,2,9,9,1,3,catcalling,7,7,1,1,22,5,4,4,4,4,5,5,5,5,5,2,6,1,7,1,5,5,5,5,1,6,6,7,4,3,5
166,2,1,cheat,0,0,1,1,1,1,9,2,2,9,9,1,3,catcalling,7,7,1,1,22,5,4,4,4,4,5,5,5,5,6,5,5,3,5,5,5,5,4,5,1,4,4,4,5,4,4
166,2,2,provoke,0,0,1,1,1,1,9,2,2,9,9,1,3,catcalling,7,7,1,1,22,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5
167,2,1,catcalling,0,0,1,1,1,1,1,2,2,2,9,2,1,How we perceive severity of behavior vs. punishment.,7,7,1,3,38,4,7,7,7,4,5,7,7,7,7,7,7,1,7,7,4,4,3,4,1,7,7,7,3,1,2
167,2,1,provoke,0,0,1,1,1,1,1,2,2,2,9,2,1,How we perceive severity of behavior vs. punishment.,7,7,1,3,38,4,7,7,7,4,3,7,2,2,2,2,2,6,4,4,3,4,3,3,0,7,7,7,5,5,5
167,2,1,shoving,0,0,1,1,1,1,1,2,2,2,9,2,1,How we perceive severity of behavior vs. punishment.,7,7,1,3,38,4,7,7,7,4,6,7,7,7,7,7,7,1,7,7,6,6,3,6,1,7,7,7,1,1,1
167,2,1,talking,0,0,1,1,1,1,1,2,2,2,9,2,1,How we perceive severity of behavior vs. punishment.,7,7,1,3,38,4,7,7,7,4,6,7,7,7,7,7,7,1,7,6,5,5,3,5,1,7,7,7,3,1,1
167,2,2,cheat,0,0,1,1,1,1,1,2,2,2,9,2,1,How we perceive severity of behavior vs. punishment.,7,7,1,3,38,4,7,7,7,4,4,6,7,7,7,7,7,1,7,7,5,5,3,5,1,7,7,7,1,1,1
167,2,2,crash,0,0,1,1,1,1,1,2,2,2,9,2,1,How we perceive severity of behavior vs. punishment.,7,7,1,3,38,4,7,7,7,4,6,7,7,7,7,7,7,1,7,7,6,5,3,6,1,7,7,7,1,1,1
168,1,1,catcalling,0,0,1,1,1,1,9,1,2,1,9,9,2,if people would confront people due to them breaking the law or based on how they are morally good or bad,6,7,2,1,23,7,4,3,5,4,4,5,5,4,5,5,5,3,6,6,6,5,5,4,1,7,5,5,2,2,5
168,1,2,crash,0,0,1,1,1,1,9,1,2,1,9,9,2,if people would confront people due to them breaking the law or based on how they are morally good or bad,6,7,2,1,23,7,4,3,5,4,4,4,5,4,4,4,4,4,4,5,3,5,5,4,1,5,5,4,3,4,5
168,1,2,shoving,0,0,1,1,1,1,9,1,2,1,9,9,2,if people would confront people due to them breaking the law or based on how they are morally good or bad,6,7,2,1,23,7,4,3,5,4,3,4,4,4,3,4,5,3,5,5,3,5,5,4,0,5,5,5,3,3,5
168,2,1,cheat,0,0,1,1,1,1,9,1,2,1,9,9,2,if people would confront people due to them breaking the law or based on how they are morally good or bad,6,7,2,1,23,7,4,3,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,0,5,3,5,3,3,5
168,2,2,provoke,0,0,1,1,1,1,9,1,2,1,9,9,2,if people would confront people due to them breaking the law or based on how they are morally good or bad,6,7,2,1,23,7,4,3,5,4,3,5,5,4,4,5,4,3,5,4,4,5,5,4,1,6,4,5,2,2,5
168,2,2,talking,0,0,1,1,1,1,9,1,2,1,9,9,2,if people would confront people due to them breaking the law or based on how they are morally good or bad,6,7,2,1,23,7,4,3,5,4,5,4,6,4,5,5,5,2,5,6,4,5,5,4,1,6,5,5,3,3,5
169,1,1,shoving,0,0,1,1,1,1,2,1,2,9,9,2,1,The legitimacy of marijuana laws?,7,7,2,1,63,4,2,5,2,4,3,4,4,5,4,5,5,4,5,3,3,5,2,3,0,3,5,2,2,2,3
169,1,2,catcalling,0,0,1,1,1,1,2,1,2,9,9,2,1,The legitimacy of marijuana laws?,7,7,2,1,63,4,2,5,2,4,1,4,4,4,3,5,5,2,4,2,1,5,2,1,1,5,5,2,2,2,1
169,1,2,crash,0,0,1,1,1,1,2,1,2,9,9,2,1,The legitimacy of marijuana laws?,7,7,2,1,63,4,2,5,2,4,1,1,1,1,1,2,2,5,4,2,1,2,2,1,0,7,2,2,5,5,4
169,1,2,provoke,0,0,1,1,1,1,2,1,2,9,9,2,1,The legitimacy of marijuana laws?,7,7,2,1,63,4,2,5,2,4,1,4,1,1,1,1,1,7,1,1,1,2,2,1,0,2,5,5,7,7,5
169,2,2,cheat,0,0,1,1,1,1,2,1,2,9,9,2,1,The legitimacy of marijuana laws?,7,7,2,1,63,4,2,5,2,4,6,7,7,7,7,7,7,1,7,7,6,7,3,7,1,6,6,6,2,1,1
169,2,2,talking,0,0,1,1,1,1,2,1,2,9,9,2,1,The legitimacy of marijuana laws?,7,7,2,1,63,4,2,5,2,4,6,7,7,7,7,7,7,1,7,7,6,7,2,7,1,5,6,6,2,2,1
170,1,1,crash,0,0,1,1,1,1,2,2,9,9,8,2,1,i dont know,6,5,1,1,21,4,4,4,4,4,5,4,4,4,4,3,3,3,3,4,4,4,3,4,0,4,4,3,6,4,4
170,1,1,shoving,0,0,1,1,1,1,2,2,9,9,8,2,1,i dont know,6,5,1,1,21,4,4,4,4,4,6,5,4,5,4,3,3,4,3,4,7,5,3,5,1,4,4,3,4,4,6
170,1,2,cheat,0,0,1,1,1,1,2,2,9,9,8,2,1,i dont know,6,5,1,1,21,4,4,4,4,4,3,3,2,2,3,2,2,2,2,2,2,2,4,2,0,3,4,4,3,7,3
170,2,1,catcalling,0,0,1,1,1,1,2,2,9,9,8,2,1,i dont know,6,5,1,1,21,4,4,4,4,4,7,6,5,5,7,5,5,6,6,6,6,6,6,6,1,3,3,3,5,4,4
170,2,2,provoke,0,0,1,1,1,1,2,2,9,9,8,2,1,i dont know,6,5,1,1,21,4,4,4,4,4,6,6,6,6,6,5,5,5,4,5,6,5,5,7,1,6,4,5,6,2,6
170,2,2,talking,0,0,1,1,1,1,2,2,9,9,8,2,1,i dont know,6,5,1,1,21,4,4,4,4,4,7,6,6,6,6,5,5,5,5,6,6,6,6,6,1,4,4,4,3,3,4
171,1,1,catcalling,0,0,1,1,1,1,1,1,2,1,9,2,3,Social perceptions,6,7,1,1,36,4,4,5,1,4,2,2,2,2,1,2,2,2,2,2,2,6,5,2,0,3,6,6,7,6,7
171,1,2,talking,0,0,1,1,1,1,1,1,2,1,9,2,3,Social perceptions,6,7,1,1,36,4,4,5,1,4,1,2,2,7,2,2,2,2,4,4,5,7,5,5,0,5,6,6,7,5,5
171,2,1,shoving,0,0,1,1,1,1,1,1,2,1,9,2,3,Social perceptions,6,7,1,1,36,4,4,5,1,4,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,7,7,7,1,1
171,2,2,cheat,0,0,1,1,1,1,1,1,2,1,9,2,3,Social perceptions,6,7,1,1,36,4,4,5,1,4,7,7,7,7,7,7,7,7,7,7,7,7,4,7,1,7,7,7,7,1,1
171,2,2,crash,0,0,1,1,1,1,1,1,2,1,9,2,3,Social perceptions,6,7,1,1,36,4,4,5,1,4,7,7,7,7,7,7,7,1,7,7,7,7,3,7,1,7,7,7,7,1,1
171,2,2,provoke,0,0,1,1,1,1,1,1,2,1,9,2,3,Social perceptions,6,7,1,1,36,4,4,5,1,4,4,7,7,7,5,5,5,5,5,5,7,7,3,7,1,6,6,7,6,2,1
172,1,2,provoke,0,0,1,1,1,1,1,1,1,1,1,1,2,Dont know,7,7,2,5,27,4,7,7,7,5,1,3,1,1,1,1,1,7,1,1,1,4,1,1,0,5,4,4,7,7,7
172,1,2,shoving,0,0,1,1,1,1,1,1,1,1,1,1,2,Dont know,7,7,2,5,27,4,7,7,7,5,1,4,2,1,1,1,1,7,3,1,1,4,1,1,0,3,3,2,7,7,7
172,2,1,catcalling,0,0,1,1,1,1,1,1,1,1,1,1,2,Dont know,7,7,2,5,27,4,7,7,7,5,3,4,5,5,5,7,7,1,7,3,4,4,1,3,0,3,5,3,7,5,5
172,2,1,crash,0,0,1,1,1,1,1,1,1,1,1,1,2,Dont know,7,7,2,5,27,4,7,7,7,5,5,6,5,5,5,7,7,1,6,5,5,4,1,4,1,4,6,5,7,3,6
172,2,1,talking,0,0,1,1,1,1,1,1,1,1,1,1,2,Dont know,7,7,2,5,27,4,7,7,7,5,4,5,5,4,3,5,5,3,1,1,4,4,1,4,1,3,5,4,7,5,5
172,2,2,cheat,0,0,1,1,1,1,1,1,1,1,1,1,2,Dont know,7,7,2,5,27,4,7,7,7,5,7,6,7,7,7,6,6,1,7,7,6,4,1,5,1,4,3,3,5,1,5
173,1,2,crash,0,0,1,1,1,1,1,2,1,1,9,1,1,I don't know.,7,7,1,1,23,8,7,7,7,4,5,5,5,5,5,4,4,4,4,6,5,4,4,5,1,6,2,2,6,3,3
173,1,2,provoke,0,0,1,1,1,1,1,2,1,1,9,1,1,I don't know.,7,7,1,1,23,8,7,7,7,4,1,1,2,7,1,2,2,6,2,2,1,4,4,1,0,5,4,4,7,7,7
173,1,2,shoving,0,0,1,1,1,1,1,2,1,1,9,1,1,I don't know.,7,7,1,1,23,8,7,7,7,4,5,5,5,5,5,4,4,4,4,4,5,4,4,5,1,4,2,2,6,3,5
173,2,1,catcalling,0,0,1,1,1,1,1,2,1,1,9,1,1,I don't know.,7,7,1,1,23,8,7,7,7,4,6,6,6,6,6,6,6,1,6,6,5,4,4,5,1,6,4,4,6,3,3
173,2,1,talking,0,0,1,1,1,1,1,2,1,1,9,1,1,I don't know.,7,7,1,1,23,8,7,7,7,4,6,6,6,6,6,6,6,2,6,6,6,4,4,6,1,5,5,5,6,2,2
173,2,2,cheat,0,0,1,1,1,1,1,2,1,1,9,1,1,I don't know.,7,7,1,1,23,8,7,7,7,4,6,6,6,6,6,6,6,2,6,6,7,4,4,6,1,4,4,4,6,2,2
175,1,1,crash,0,0,1,1,1,1,1,1,1,8,2,1,2,not sure,7,7,1,1,19,4,2,3,3,4,6,5,5,5,5,5,6,1,7,7,6,7,6,6,1,6,3,3,5,3,5
175,1,1,shoving,0,0,1,1,1,1,1,1,1,8,2,1,2,not sure,7,7,1,1,19,4,2,3,3,4,4,3,3,3,2,3,3,5,5,3,2,6,2,2,0,6,2,2,7,6,7
175,1,1,talking,0,0,1,1,1,1,1,1,1,8,2,1,2,not sure,7,7,1,1,19,4,2,3,3,4,1,2,1,3,1,1,1,7,2,4,1,6,2,1,0,3,1,1,7,7,7
175,1,2,cheat,0,0,1,1,1,1,1,1,1,8,2,1,2,not sure,7,7,1,1,19,4,2,3,3,4,2,3,2,3,2,1,1,6,6,2,2,5,2,2,0,2,2,2,7,7,7
175,2,1,provoke,0,0,1,1,1,1,1,1,1,8,2,1,2,not sure,7,7,1,1,19,4,2,3,3,4,5,4,5,4,2,3,1,5,5,4,5,6,1,5,1,7,3,3,3,4,5
175,2,2,catcalling,0,0,1,1,1,1,1,1,1,8,2,1,2,not sure,7,7,1,1,19,4,2,3,3,4,7,6,7,7,7,7,7,1,7,7,6,7,5,7,1,7,7,7,6,2,7
176,1,1,provoke,0,0,1,1,1,1,1,2,1,1,8,9,2,Situational Judgement and Agreement with the Law.,7,7,1,3,22,4,7,7,6,4,1,2,2,2,1,3,1,7,1,1,1,3,2,1,0,5,2,2,7,7,6
176,1,2,cheat,0,0,1,1,1,1,1,2,1,1,8,9,2,Situational Judgement and Agreement with the Law.,7,7,1,3,22,4,7,7,6,4,3,3,4,3,3,5,4,3,5,5,2,3,3,2,0,3,4,3,7,5,6
176,1,2,talking,0,0,1,1,1,1,1,2,1,1,8,9,2,Situational Judgement and Agreement with the Law.,7,7,1,3,22,4,7,7,6,4,3,5,3,3,3,2,3,6,4,4,2,4,4,3,0,5,5,5,7,7,5
176,2,1,catcalling,0,0,1,1,1,1,1,2,1,1,8,9,2,Situational Judgement and Agreement with the Law.,7,7,1,3,22,4,7,7,6,4,5,6,7,7,6,7,7,1,7,7,5,5,4,4,1,7,7,6,6,2,2
176,2,1,shoving,0,0,1,1,1,1,1,2,1,1,8,9,2,Situational Judgement and Agreement with the Law.,7,7,1,3,22,4,7,7,6,4,7,7,7,7,7,7,7,1,7,7,6,6,4,5,1,7,7,7,6,1,1
176,2,2,crash,0,0,1,1,1,1,1,2,1,1,8,9,2,Situational Judgement and Agreement with the Law.,7,7,1,3,22,4,7,7,6,4,6,7,7,7,7,7,7,1,7,7,6,6,4,6,1,7,7,7,6,1,2
177,1,1,provoke,0,0,1,1,1,1,1,1,1,1,1,1,1,If we look at some laws differently than others,7,7,2,1,48,4,7,7,6,5,1,1,1,1,1,1,1,7,1,1,1,4,4,1,0,5,7,6,7,7,5
177,1,2,catcalling,0,0,1,1,1,1,1,1,1,1,1,1,1,If we look at some laws differently than others,7,7,2,1,48,4,7,7,6,5,1,1,1,1,1,1,1,7,1,1,1,4,4,1,0,1,7,1,7,7,7
177,1,2,talking,0,0,1,1,1,1,1,1,1,1,1,1,1,If we look at some laws differently than others,7,7,2,1,48,4,7,7,6,5,2,2,2,2,2,2,2,6,5,4,2,4,4,1,0,4,6,4,6,4,4
177,2,1,cheat,0,0,1,1,1,1,1,1,1,1,1,1,1,If we look at some laws differently than others,7,7,2,1,48,4,7,7,6,5,4,4,4,4,4,6,5,1,5,3,4,4,4,4,1,4,6,4,2,2,2
177,2,1,crash,0,0,1,1,1,1,1,1,1,1,1,1,1,If we look at some laws differently than others,7,7,2,1,48,4,7,7,6,5,7,7,7,7,7,7,7,1,7,7,7,4,4,7,1,6,7,7,1,1,1
177,2,2,shoving,0,0,1,1,1,1,1,1,1,1,1,1,1,If we look at some laws differently than others,7,7,2,1,48,4,7,7,6,5,7,7,7,7,7,7,7,1,7,7,7,4,4,7,1,7,7,7,1,1,1
178,1,1,cheat,0,0,1,1,1,1,9,2,2,9,2,9,1,Not sure ,7,7,2,1,41,4,5,5,4,4,4,4,4,3,3,5,5,5,5,5,4,4,3,3,0,3,3,3,7,7,7
178,1,1,talking,0,0,1,1,1,1,9,2,2,9,2,9,1,Not sure ,7,7,2,1,41,4,5,5,4,4,3,2,2,2,1,2,2,6,3,4,2,4,2,2,0,2,2,2,7,7,7
178,1,2,catcalling,0,0,1,1,1,1,9,2,2,9,2,9,1,Not sure ,7,7,2,1,41,4,5,5,4,4,4,3,3,1,2,5,4,5,3,3,2,4,3,2,0,4,4,4,7,7,7
178,2,1,provoke,0,0,1,1,1,1,9,2,2,9,2,9,1,Not sure ,7,7,2,1,41,4,5,5,4,4,4,4,3,4,3,4,4,4,4,4,3,5,2,3,0,3,3,3,7,7,7
178,2,1,shoving,0,0,1,1,1,1,9,2,2,9,2,9,1,Not sure ,7,7,2,1,41,4,5,5,4,4,6,6,6,7,5,5,5,3,4,3,5,5,3,5,1,5,5,5,7,7,7
178,2,2,crash,0,0,1,1,1,1,9,2,2,9,2,9,1,Not sure ,7,7,2,1,41,4,5,5,4,4,6,6,6,6,6,7,6,3,6,6,6,6,3,5,1,5,5,5,7,4,5
179,1,2,cheat,0,0,1,1,1,1,1,1,9,1,8,9,1,I have no clue,7,7,1,1,40,4,4,4,4,5,4,5,4,4,2,4,4,5,4,4,4,4,4,2,0,3,6,4,4,4,4
179,1,2,crash,0,0,1,1,1,1,1,1,9,1,8,9,1,I have no clue,7,7,1,1,40,4,4,4,4,5,4,2,4,6,4,4,4,4,6,6,4,4,4,4,0,6,2,4,4,4,4
179,1,2,provoke,0,0,1,1,1,1,1,1,9,1,8,9,1,I have no clue,7,7,1,1,40,4,4,4,4,5,3,5,4,4,3,3,4,5,4,4,3,4,4,2,1,3,1,1,7,7,7
179,1,2,talking,0,0,1,1,1,1,1,1,9,1,8,9,1,I have no clue,7,7,1,1,40,4,4,4,4,5,4,4,2,4,3,2,2,6,3,4,4,4,4,3,0,4,4,2,6,5,6
179,2,1,catcalling,0,0,1,1,1,1,1,1,9,1,8,9,1,I have no clue,7,7,1,1,40,4,4,4,4,5,4,4,5,5,5,5,5,2,5,2,3,5,3,3,1,4,4,4,4,2,3
179,2,2,shoving,0,0,1,1,1,1,1,1,9,1,8,9,1,I have no clue,7,7,1,1,40,4,4,4,4,5,7,7,7,7,7,7,5,1,7,7,7,4,4,7,1,7,7,7,3,3,4
180,1,2,shoving,0,0,1,1,1,1,9,1,9,8,9,9,3,Seeing how people think the correct reaction to crimes is,7,7,2,1,26,7,2,1,3,4,6,5,6,6,5,5,6,2,5,6,6,5,5,5,1,5,6,5,5,5,6
180,2,1,provoke,0,0,1,1,1,1,9,1,9,8,9,9,3,Seeing how people think the correct reaction to crimes is,7,7,2,1,26,7,2,1,3,4,6,7,6,7,7,6,5,1,6,5,7,6,1,6,1,6,5,5,2,4,5
180,2,1,talking,0,0,1,1,1,1,9,1,9,8,9,9,3,Seeing how people think the correct reaction to crimes is,7,7,2,1,26,7,2,1,3,4,6,5,6,6,5,5,6,6,5,6,5,6,6,5,1,4,4,5,5,4,5
180,2,2,catcalling,0,0,1,1,1,1,9,1,9,8,9,9,3,Seeing how people think the correct reaction to crimes is,7,7,2,1,26,7,2,1,3,4,5,5,5,5,5,5,5,4,5,5,3,5,3,5,0,6,5,5,6,5,5
180,2,2,cheat,0,0,1,1,1,1,9,1,9,8,9,9,3,Seeing how people think the correct reaction to crimes is,7,7,2,1,26,7,2,1,3,4,7,6,6,5,6,5,6,2,5,2,5,4,5,5,0,5,5,5,3,6,5
180,2,2,crash,0,0,1,1,1,1,9,1,9,8,9,9,3,Seeing how people think the correct reaction to crimes is,7,7,2,1,26,7,2,1,3,4,7,7,7,7,7,6,5,1,6,1,6,5,4,5,1,5,6,6,7,6,6
181,1,1,provoke,0,0,1,1,1,1,9,2,2,2,2,2,2,Judging various behaviors,7,7,2,1,40,7,3,4,4,4,4,4,5,5,4,5,5,6,4,5,4,5,4,4,0,5,4,4,5,5,5
181,1,2,talking,0,0,1,1,1,1,9,2,2,2,2,2,2,Judging various behaviors,7,7,2,1,40,7,3,4,4,4,5,4,5,5,5,4,4,4,4,5,5,6,4,5,1,5,4,5,4,5,5
181,2,1,catcalling,0,0,1,1,1,1,9,2,2,2,2,2,2,Judging various behaviors,7,7,2,1,40,7,3,4,4,4,5,5,5,5,5,6,6,2,6,6,5,5,5,4,1,5,5,5,5,5,5
181,2,1,shoving,0,0,1,1,1,1,9,2,2,2,2,2,2,Judging various behaviors,7,7,2,1,40,7,3,4,4,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,1,1,5,5,5,5,5
181,2,2,cheat,0,0,1,1,1,1,9,2,2,2,2,2,2,Judging various behaviors,7,7,2,1,40,7,3,4,4,4,6,6,6,6,6,5,5,2,5,6,5,6,4,6,1,1,5,1,5,5,5
181,2,2,crash,0,0,1,1,1,1,9,2,2,2,2,2,2,Judging various behaviors,7,7,2,1,40,7,3,4,4,4,6,6,6,6,6,6,6,2,6,6,6,6,5,5,1,6,6,6,5,4,6
183,1,1,shoving,0,0,1,1,1,1,2,8,8,1,1,2,3,n/a,7,7,1,1,23,4,3,3,3,5,5,4,3,3,4,5,3,4,4,5,4,3,3,3,1,4,2,3,5,4,4
183,1,2,talking,0,0,1,1,1,1,2,8,8,1,1,2,3,n/a,7,7,1,1,23,4,3,3,3,5,3,2,3,2,2,2,2,2,3,2,3,3,2,4,1,3,3,4,3,3,3
